clock	watch	T_int	T_ext	T_set	Cp	Ci	Cd	Hp	Hi	Hd
20200714 150128	2848.725	34.33	31.14	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150130	2850.773	34.32	31.16	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150132	2852.827	34.29	31.18	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150134	2854.875	34.25	31.19	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150136	2856.923	34.24	31.21	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150138	2858.972	34.21	31.22	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150140	2861.019	34.18	31.24	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150142	2863.058	34.16	31.26	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150144	2865.112	34.13	31.27	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150146	2867.155	34.11	31.29	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150148	2869.208	34.08	31.29	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150150	2871.249	34.05	31.32	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150152	2873.302	34.04	31.33	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150154	2875.345	34.0	31.34	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150156	2877.395	33.99	31.36	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150158	2879.445	33.96	31.36	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150201	2881.495	33.94	31.38	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150203	2883.541	33.91	31.4	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150205	2885.582	33.88	31.41	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150207	2887.636	33.87	31.43	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150209	2889.676	33.84	31.43	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150211	2891.724	33.82	31.45	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150213	2893.778	33.79	31.46	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150215	2895.823	33.76	31.47	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150217	2897.871	33.75	31.48	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150219	2899.92	33.72	31.49	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150221	2901.971	33.7	31.5	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150223	2904.009	33.67	31.52	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150225	2906.06	33.64	31.52	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150227	2908.106	33.63	31.53	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150229	2910.159	33.6	31.54	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150231	2912.201	33.58	31.55	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150233	2914.247	33.55	31.57	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150235	2916.296	33.52	31.57	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150237	2918.346	33.51	31.58	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150239	2920.397	33.48	31.59	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150241	2922.446	33.46	31.6	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150244	2924.49	33.44	31.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150246	2926.538	33.41	31.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150248	2928.583	33.39	31.62	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150250	2930.629	33.36	31.63	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150252	2932.68	33.35	31.64	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150254	2934.727	33.32	31.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150256	2936.775	33.29	31.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150258	2938.824	33.27	31.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150300	2940.872	33.24	31.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150302	2942.922	33.23	31.67	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150304	2944.961	33.2	31.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150306	2947.015	33.17	31.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150308	2949.061	33.15	31.69	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150310	2951.112	33.12	31.69	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150312	2953.158	33.11	31.7	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150314	2955.206	33.08	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150316	2957.251	33.05	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150318	2959.297	33.03	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150320	2961.347	33.0	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150322	2963.397	32.99	31.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150324	2965.443	32.96	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150327	2967.491	32.93	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150329	2969.532	32.91	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150331	2971.585	32.88	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150333	2973.631	32.87	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150335	2975.677	32.84	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150337	2977.727	32.81	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150339	2979.773	32.79	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150341	2981.824	32.76	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150343	2983.873	32.75	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150345	2985.919	32.72	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150347	2987.967	32.69	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150349	2990.007	32.68	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150351	2992.059	32.65	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150353	2994.109	32.63	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150355	2996.157	32.6	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150357	2998.201	32.57	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150359	3000.252	32.56	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150401	3002.298	32.53	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150403	3004.348	32.51	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150405	3006.394	32.48	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150407	3008.443	32.46	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150410	3010.491	32.44	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150412	3012.533	32.41	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150414	3014.579	32.39	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150416	3016.633	32.37	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150418	3018.674	32.34	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150420	3020.729	32.32	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150422	3022.776	32.29	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150424	3024.826	32.28	31.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150426	3026.868	32.25	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150428	3028.921	32.22	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150430	3030.966	32.2	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150432	3033.014	32.18	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150434	3035.062	32.16	31.75	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150436	3037.112	32.13	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150438	3039.155	32.1	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150440	3041.204	32.09	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150442	3043.254	32.06	31.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150444	3045.299	32.05	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150446	3047.35	32.02	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150448	3049.397	31.99	31.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150450	3051.445	31.97	31.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150453	3053.485	31.94	31.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150455	3055.531	31.93	31.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150457	3057.579	31.9	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150459	3059.632	31.87	31.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150501	3061.675	31.86	31.7	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150503	3063.73	31.83	31.7	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150505	3065.775	31.81	31.7	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150507	3067.833	31.79	31.69	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150509	3069.882	31.76	31.69	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150511	3071.93	31.74	31.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150513	3073.98	31.71	31.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150515	3076.028	31.7	31.67	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150517	3078.076	31.67	31.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150519	3080.126	31.64	31.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150521	3082.166	31.63	31.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150523	3084.218	31.6	31.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150525	3086.265	31.58	31.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150527	3088.312	31.55	31.64	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150529	3090.361	31.52	31.64	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150531	3092.408	31.51	31.63	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150533	3094.455	31.48	31.63	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150536	3096.501	31.47	31.62	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150538	3098.551	31.44	31.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150540	3100.602	31.41	31.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150542	3102.645	31.4	31.6	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150544	3104.694	31.37	31.6	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150546	3106.743	31.35	31.59	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150548	3108.791	31.32	31.58	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150550	3110.833	31.29	31.57	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150552	3112.886	31.28	31.56	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150554	3114.933	31.25	31.56	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150556	3116.979	31.24	31.55	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150558	3119.029	31.21	31.54	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150600	3121.077	31.18	31.54	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150602	3123.124	31.17	31.53	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150604	3125.165	31.14	31.52	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150606	3127.214	31.13	31.51	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150608	3129.262	31.1	31.51	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150610	3131.31	31.07	31.5	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150612	3133.362	31.05	31.49	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150614	3135.402	31.02	31.49	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150616	3137.455	31.01	31.47	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150619	3139.502	30.98	31.46	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150621	3141.552	30.95	31.46	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150623	3143.602	30.94	31.45	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150625	3145.647	30.91	31.44	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150627	3147.695	30.9	31.43	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150629	3149.74	30.87	31.42	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150631	3151.791	30.84	31.42	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150633	3153.831	30.83	31.4	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150635	3155.884	30.8	31.4	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150637	3157.933	30.78	31.39	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150639	3159.98	30.76	31.38	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150641	3162.028	30.73	31.37	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150643	3164.078	30.71	31.36	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150645	3166.125	30.68	31.36	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150647	3168.17	30.67	31.34	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150649	3170.23	30.64	31.33	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150651	3172.278	30.61	31.32	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150653	3174.328	30.6	31.31	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150655	3176.378	30.57	31.31	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150657	3178.418	30.56	31.29	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150700	3180.467	30.53	31.28	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150702	3182.52	30.5	31.28	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150704	3184.567	30.49	31.26	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150706	3186.608	30.46	31.26	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150708	3188.659	30.45	31.24	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150710	3190.705	30.42	31.23	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150712	3192.756	30.39	31.23	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150714	3194.804	30.37	31.21	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150716	3196.854	30.34	31.21	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150718	3198.896	30.33	31.19	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150720	3200.947	30.3	31.18	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150722	3202.992	30.27	31.17	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150724	3205.04	30.26	31.16	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150726	3207.085	30.23	31.15	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150728	3209.136	30.21	31.14	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150730	3211.183	30.18	31.12	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150732	3213.232	30.15	31.12	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150734	3215.279	30.14	31.1	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150736	3217.329	30.11	31.1	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150738	3219.371	30.1	31.08	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150740	3221.424	30.07	31.08	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150743	3223.468	30.04	31.06	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150745	3225.516	30.03	31.04	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150747	3227.564	30.0	31.04	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150749	3229.616	29.98	31.02	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150751	3231.657	29.95	31.02	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150753	3233.705	29.92	31.0	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150755	3235.755	29.91	30.99	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150757	3237.805	29.88	30.98	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150759	3239.855	29.87	30.97	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150801	3241.899	29.84	30.95	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150803	3243.948	29.81	30.95	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150805	3245.994	29.8	30.93	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150807	3248.037	29.77	30.93	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150809	3250.083	29.76	30.91	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150811	3252.136	29.73	30.89	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150813	3254.184	29.7	30.89	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150815	3256.233	29.69	30.87	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150817	3258.281	29.66	30.87	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150819	3260.331	29.64	30.85	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150821	3262.373	29.62	30.84	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150823	3264.424	29.59	30.83	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150826	3266.469	29.58	30.81	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150828	3268.517	29.55	30.81	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150830	3270.567	29.53	30.79	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150832	3272.609	29.51	30.78	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150834	3274.662	29.48	30.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150836	3276.707	29.47	30.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150838	3278.756	29.44	30.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150840	3280.806	29.42	30.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150842	3282.851	29.4	30.72	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150844	3284.9	29.37	30.7	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150846	3286.947	29.35	30.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150848	3288.995	29.33	30.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150850	3291.035	29.31	30.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150852	3293.083	29.29	30.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150854	3295.137	29.26	30.63	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150856	3297.185	29.24	30.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150858	3299.233	29.22	30.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150900	3301.28	29.2	30.59	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150902	3303.327	29.17	30.59	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150904	3305.368	29.15	30.57	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150906	3307.423	29.13	30.55	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150909	3309.47	29.11	30.55	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150911	3311.516	29.09	30.53	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150913	3313.566	29.06	30.52	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150915	3315.624	29.04	30.5	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150917	3317.675	29.02	30.48	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150919	3319.718	28.99	30.48	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150921	3321.768	28.98	30.46	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150923	3323.82	28.95	30.44	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150925	3325.86	28.93	30.43	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150927	3327.909	28.91	30.42	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150929	3329.958	28.88	30.41	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150931	3332.009	28.87	30.39	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150933	3334.058	28.84	30.37	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150935	3336.108	28.81	30.37	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150937	3338.168	28.8	30.35	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150939	3340.21	28.77	30.34	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150941	3342.261	28.76	30.32	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150943	3344.308	28.73	30.3	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150945	3346.358	28.7	30.3	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150947	3348.408	28.69	30.28	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150949	3350.45	28.66	30.27	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150952	3352.502	28.65	30.25	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150954	3354.547	28.62	30.23	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150956	3356.594	28.59	30.23	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 150958	3358.639	28.58	30.21	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151000	3360.688	28.55	30.2	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151002	3362.737	28.54	30.18	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151004	3364.785	28.51	30.16	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151006	3366.835	28.48	30.15	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151008	3368.885	28.47	30.13	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151010	3370.93	28.44	30.13	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151012	3372.971	28.43	30.11	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151014	3375.025	28.4	30.09	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151016	3377.07	28.38	30.08	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151018	3379.12	28.36	30.06	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151020	3381.169	28.33	30.06	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151022	3383.217	28.32	30.03	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151024	3385.262	28.29	30.02	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151026	3387.309	28.27	30.01	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151028	3389.359	28.25	29.99	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151030	3391.406	28.23	29.98	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151032	3393.449	28.21	29.96	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151035	3395.503	28.19	29.94	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151037	3397.549	28.16	29.94	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151039	3399.596	28.15	29.91	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151041	3401.638	28.13	29.91	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151043	3403.686	28.12	29.89	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151045	3405.739	28.1	29.86	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151047	3407.786	28.08	29.86	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151049	3409.836	28.08	29.84	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151051	3411.882	28.07	29.83	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151053	3413.93	28.07	29.81	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151055	3415.977	28.06	29.79	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151057	3418.025	28.07	29.79	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151059	3420.071	28.07	29.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151101	3422.12	28.08	29.76	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151103	3424.168	28.09	29.74	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151105	3426.21	28.1	29.73	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151107	3428.263	28.12	29.71	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151109	3430.31	28.14	29.69	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151111	3432.36	28.16	29.68	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151113	3434.406	28.18	29.66	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151115	3436.454	28.22	29.65	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151118	3438.496	28.26	29.64	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151120	3440.545	28.28	29.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151122	3442.597	28.33	29.61	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151124	3444.643	28.36	29.59	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151126	3446.689	28.41	29.58	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151128	3448.736	28.47	29.56	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151130	3450.787	28.51	29.54	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151132	3452.836	28.57	29.53	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151134	3454.88	28.6	29.51	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151136	3456.932	28.66	29.51	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151138	3458.987	28.73	29.49	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151140	3461.039	28.76	29.47	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151142	3463.088	28.82	29.47	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151144	3465.136	28.86	29.45	30.0	1	0.0	0.0	0.5	0.75	0.0
20200714 151146	3467.177	28.92	29.43	30.0	1	0.0	0.0	0.5	0.75	0.0
