clock	watch	T_int	T_ext	T_set	Cp	Ci	Cd	Hp	Hi	Hd
20200714 161418	7219.023	28.17	29.92	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161420	7221.071	28.15	29.92	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161422	7223.118	28.14	29.9	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161424	7225.162	28.12	29.88	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161426	7227.214	28.1	29.87	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161428	7229.254	28.09	29.85	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161430	7231.305	28.08	29.85	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161432	7233.358	28.08	29.83	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161434	7235.405	28.07	29.81	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161436	7237.448	28.07	29.8	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161439	7239.502	28.07	29.78	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161441	7241.547	28.08	29.78	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161443	7243.594	28.08	29.75	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161445	7245.642	28.09	29.73	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161447	7247.69	28.11	29.73	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161449	7249.731	28.12	29.71	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161451	7251.778	28.14	29.7	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161453	7253.833	28.15	29.68	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161455	7255.882	28.18	29.66	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161457	7257.928	28.21	29.66	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161459	7259.971	28.23	29.64	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161501	7262.017	28.27	29.63	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161503	7264.064	28.29	29.61	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161505	7266.118	28.33	29.59	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161507	7268.159	28.38	29.59	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161509	7270.208	28.41	29.56	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161511	7272.256	28.47	29.56	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161513	7274.306	28.5	29.54	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161515	7276.356	28.56	29.53	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161517	7278.406	28.62	29.52	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161519	7280.451	28.66	29.5	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161522	7282.492	28.72	29.5	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161524	7284.542	28.75	29.48	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161526	7286.592	28.82	29.47	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161528	7288.641	28.88	29.45	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161530	7290.683	28.91	29.44	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161532	7292.731	28.98	29.43	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161534	7294.782	29.01	29.42	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161536	7296.829	29.07	29.41	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161538	7298.879	29.14	29.4	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161540	7300.929	29.17	29.38	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161542	7302.969	29.23	29.38	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161544	7305.016	29.26	29.37	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161546	7307.063	29.33	29.36	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161548	7309.111	29.39	29.35	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161550	7311.162	29.42	29.34	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161552	7313.207	29.49	29.33	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161554	7315.258	29.52	29.32	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161556	7317.307	29.58	29.32	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161558	7319.357	29.64	29.3	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161600	7321.396	29.68	29.29	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161602	7323.449	29.74	29.29	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161605	7325.498	29.77	29.28	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161607	7327.545	29.83	29.28	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161609	7329.591	29.9	29.27	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161611	7331.634	29.93	29.26	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161613	7333.686	29.99	29.25	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161615	7335.73	30.02	29.24	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161617	7337.781	30.09	29.24	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161619	7339.831	30.15	29.23	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161621	7341.881	30.18	29.22	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161623	7343.925	30.24	29.22	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161625	7345.969	30.28	29.21	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161627	7348.017	30.34	29.21	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161629	7350.085	30.4	29.2	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161631	7352.131	30.43	29.19	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161633	7354.181	30.49	29.19	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161635	7356.228	30.53	29.19	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161637	7358.276	30.59	29.19	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161639	7360.324	30.65	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161641	7362.371	30.68	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161643	7364.419	30.75	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161646	7366.463	30.78	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161648	7368.513	30.84	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161650	7370.561	30.9	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161652	7372.609	30.93	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161654	7374.659	31.0	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161656	7376.698	31.03	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161658	7378.746	31.09	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161700	7380.798	31.15	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161702	7382.842	31.19	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161704	7384.895	31.25	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161706	7386.938	31.28	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161708	7388.987	31.34	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161710	7391.032	31.41	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161712	7393.085	31.44	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161714	7395.133	31.5	29.16	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161716	7397.182	31.53	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161718	7399.228	31.59	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161720	7401.275	31.65	29.17	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161722	7403.318	31.68	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161724	7405.363	31.75	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161726	7407.421	31.78	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161728	7409.46	31.84	29.18	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161731	7411.51	31.9	29.19	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161733	7413.56	31.93	29.2	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161735	7415.61	31.99	29.2	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161737	7417.65	32.02	29.21	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161739	7419.697	32.08	29.21	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161741	7421.751	32.14	29.21	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161743	7423.793	32.17	29.22	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161745	7425.847	32.23	29.22	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161747	7427.888	32.26	29.23	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161749	7429.941	32.33	29.23	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161751	7431.984	32.39	29.24	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161753	7434.037	32.42	29.26	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161755	7436.085	32.48	29.25	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161757	7438.134	32.51	29.27	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161759	7440.18	32.57	29.27	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161801	7442.236	32.63	29.28	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161803	7444.291	32.66	29.3	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161805	7446.334	32.72	29.3	30.0	1	0.25	0.0	0.5	0.5	0.0
20200714 161816	7456.577	32.96	29.34	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161818	7458.623	32.99	29.36	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161820	7460.668	33.06	29.36	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161822	7462.716	33.12	29.38	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161824	7464.765	33.15	29.39	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161826	7466.814	33.21	29.4	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161828	7468.862	33.24	29.41	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161830	7470.912	33.3	29.43	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161832	7472.957	33.36	29.43	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161834	7475.003	33.39	29.45	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161836	7477.047	33.44	29.46	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161838	7479.099	33.47	29.48	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161840	7481.146	33.53	29.48	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161842	7483.196	33.59	29.5	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161844	7485.24	33.62	29.52	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161846	7487.291	33.68	29.52	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161848	7489.336	33.71	29.54	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161850	7491.386	33.77	29.55	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161852	7493.436	33.83	29.57	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161855	7495.48	33.86	29.59	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161857	7497.529	33.92	29.59	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161859	7499.572	33.95	29.61	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161901	7501.623	34.01	29.62	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161903	7503.664	34.07	29.64	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161905	7505.714	34.1	29.66	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161907	7507.764	34.16	29.67	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161909	7509.814	34.19	29.69	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161911	7511.864	34.25	29.7	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161913	7513.925	34.31	29.72	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161915	7515.968	34.34	29.74	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161917	7518.014	34.4	29.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161919	7520.064	34.43	29.77	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161921	7522.115	34.49	29.8	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161923	7524.164	34.55	29.8	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161925	7526.205	34.58	29.83	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161927	7528.253	34.64	29.83	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161929	7530.3	34.67	29.86	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161931	7532.347	34.72	29.89	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161933	7534.396	34.78	29.89	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161935	7536.449	34.81	29.92	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161938	7538.493	34.86	29.92	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161940	7540.537	34.89	29.95	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161942	7542.59	34.93	29.98	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161944	7544.637	34.98	29.99	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161946	7546.687	35.0	30.02	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161948	7548.732	35.04	30.02	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161950	7550.782	35.05	30.05	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161952	7552.825	35.08	30.06	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161954	7554.872	35.11	30.09	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161956	7556.924	35.12	30.12	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 161958	7558.969	35.14	30.12	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162000	7561.03	35.15	30.15	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162002	7563.083	35.16	30.18	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162004	7565.131	35.17	30.19	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162006	7567.173	35.17	30.22	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162008	7569.226	35.17	30.22	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162010	7571.273	35.16	30.26	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162012	7573.319	35.16	30.28	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162014	7575.369	35.14	30.29	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162016	7577.416	35.13	30.32	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162019	7579.466	35.11	30.33	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162021	7581.505	35.09	30.36	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162023	7583.559	35.07	30.39	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162025	7585.6	35.04	30.4	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162027	7587.65	35.02	30.43	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162029	7589.702	34.99	30.44	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162031	7591.749	34.97	30.47	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162033	7593.791	34.94	30.5	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162035	7595.839	34.91	30.51	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162037	7597.889	34.89	30.54	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162039	7599.939	34.86	30.54	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162041	7601.989	34.85	30.58	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162043	7604.029	34.82	30.61	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162045	7606.079	34.79	30.62	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162047	7608.127	34.77	30.64	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162049	7610.175	34.74	30.65	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162051	7612.225	34.72	30.68	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162053	7614.267	34.69	30.71	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162055	7616.319	34.66	30.72	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162057	7618.367	34.65	30.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162059	7620.417	34.62	30.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162102	7622.462	34.6	30.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162104	7624.503	34.58	30.81	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162106	7626.551	34.55	30.82	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162108	7628.601	34.53	30.85	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162110	7630.646	34.5	30.85	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162112	7632.695	34.49	30.89	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162114	7634.744	34.46	30.89	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162116	7636.793	34.43	30.92	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162118	7638.84	34.41	30.95	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162120	7640.89	34.38	30.95	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162122	7642.94	34.37	30.98	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162124	7644.98	34.34	31.0	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162126	7647.03	34.31	31.01	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162128	7649.075	34.29	31.04	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162130	7651.122	34.26	31.04	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162132	7653.172	34.25	31.07	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162134	7655.218	34.22	31.1	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162136	7657.268	34.19	31.1	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162138	7659.322	34.17	31.13	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162140	7661.368	34.15	31.13	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162142	7663.409	34.13	31.16	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162144	7665.456	34.1	31.16	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162147	7667.505	34.07	31.18	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162149	7669.553	34.06	31.21	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162151	7671.6	34.03	31.21	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162153	7673.649	34.01	31.24	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162155	7675.696	33.98	31.24	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162157	7677.744	33.95	31.26	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162159	7679.792	33.94	31.29	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162201	7681.843	33.91	31.29	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162203	7683.892	33.89	31.31	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162205	7685.948	33.87	31.32	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162207	7688.001	33.84	31.34	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162209	7690.049	33.82	31.36	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162211	7692.096	33.79	31.36	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162213	7694.144	33.78	31.38	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162215	7696.192	33.75	31.4	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162217	7698.242	33.72	31.41	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162219	7700.287	33.7	31.43	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162221	7702.335	33.67	31.43	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162223	7704.376	33.66	31.45	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162225	7706.43	33.63	31.46	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162228	7708.472	33.6	31.47	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162230	7710.52	33.58	31.49	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162232	7712.571	33.56	31.49	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162234	7714.62	33.54	31.51	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162236	7716.67	33.51	31.52	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162238	7718.724	33.48	31.52	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162240	7720.773	33.47	31.54	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162242	7722.82	33.44	31.54	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162244	7724.87	33.43	31.56	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162246	7726.92	33.4	31.57	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162248	7728.97	33.37	31.57	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162250	7731.011	33.36	31.59	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162252	7733.063	33.33	31.59	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162254	7735.106	33.31	31.6	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162256	7737.16	33.28	31.62	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162258	7739.202	33.25	31.62	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162300	7741.255	33.24	31.63	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162302	7743.298	33.21	31.63	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162304	7745.346	33.2	31.65	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162306	7747.394	33.17	31.66	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162308	7749.444	33.14	31.66	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162311	7751.494	33.13	31.67	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162313	7753.543	33.1	31.67	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162315	7755.588	33.08	31.68	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162317	7757.634	33.05	31.69	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162319	7759.677	33.02	31.69	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162321	7761.731	33.01	31.7	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162323	7763.773	32.98	31.71	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162325	7765.821	32.97	31.71	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162327	7767.872	32.94	31.72	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162329	7769.921	32.91	31.72	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162331	7771.963	32.9	31.73	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162333	7774.012	32.87	31.73	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162335	7776.06	32.85	31.74	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162337	7778.122	32.82	31.74	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162339	7780.174	32.8	31.74	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162341	7782.222	32.78	31.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162343	7784.272	32.75	31.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162345	7786.314	32.74	31.75	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162347	7788.365	32.71	31.76	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162349	7790.412	32.68	31.76	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162351	7792.455	32.67	31.77	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162354	7794.508	32.64	31.77	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162356	7796.553	32.63	31.77	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162358	7798.598	32.6	31.77	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162400	7800.648	32.57	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162402	7802.698	32.56	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162404	7804.745	32.53	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162406	7806.795	32.52	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162408	7808.857	32.49	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162410	7810.9	32.46	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162412	7812.945	32.44	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162414	7814.996	32.42	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162416	7817.046	32.39	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162418	7819.096	32.37	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162420	7821.14	32.35	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162422	7823.19	32.33	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162424	7825.233	32.3	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162426	7827.28	32.29	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162428	7829.333	32.26	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162430	7831.376	32.23	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162432	7833.423	32.22	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162435	7835.473	32.19	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162437	7837.523	32.18	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162439	7839.573	32.15	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162441	7841.614	32.12	31.79	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162443	7843.666	32.11	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
20200714 162445	7845.71	32.08	31.78	30.0	1	0.25	0.0	0.5	0.75	0.0
