clock	watch	T_int	T_ext	T_set	Cp	Ci	Cd	Hp	Hi	Hd
20200714 135017	634.832	28.67	30.01	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135019	636.873	28.65	30.01	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135021	638.927	28.62	29.99	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135023	640.967	28.6	29.97	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135025	643.022	28.58	29.96	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135027	645.07	28.56	29.94	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135029	647.117	28.54	29.94	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135031	649.16	28.51	29.92	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135034	651.213	28.5	29.9	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135036	653.253	28.48	29.89	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135038	655.308	28.47	29.88	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135040	657.356	28.45	29.87	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135042	659.403	28.44	29.85	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135044	661.451	28.44	29.83	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135046	663.498	28.43	29.82	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135048	665.546	28.42	29.8	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135050	667.593	28.42	29.8	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135052	669.639	28.42	29.78	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135054	671.689	28.42	29.76	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135056	673.731	28.43	29.76	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135058	675.784	28.43	29.74	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135100	677.831	28.44	29.73	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135102	679.872	28.46	29.71	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135104	681.919	28.47	29.69	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135106	683.969	28.48	29.69	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135108	686.037	28.49	29.66	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135110	688.083	28.52	29.66	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135112	690.133	28.54	29.64	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135114	692.18	28.56	29.62	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135117	694.221	28.59	29.61	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135119	696.275	28.6	29.59	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135121	698.323	28.64	29.59	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135123	700.371	28.68	29.57	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135125	702.418	28.7	29.55	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135127	704.466	28.74	29.54	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135129	706.513	28.77	29.53	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135131	708.561	28.82	29.52	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135133	710.604	28.87	29.5	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135135	712.656	28.9	29.48	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135137	714.698	28.96	29.48	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135139	716.751	28.99	29.46	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135141	718.799	29.05	29.46	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135143	720.845	29.11	29.44	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135145	722.894	29.14	29.42	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135147	724.941	29.2	29.41	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135149	726.989	29.24	29.4	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135151	729.037	29.3	29.39	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135153	731.084	29.36	29.37	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135155	733.125	29.39	29.36	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135157	735.178	29.46	29.35	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135200	737.228	29.49	29.34	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135202	739.272	29.55	29.33	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135204	741.322	29.61	29.32	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135206	743.37	29.64	29.3	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135208	745.417	29.71	29.3	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135210	747.465	29.74	29.28	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135212	749.513	29.8	29.28	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135214	751.56	29.86	29.27	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135216	753.606	29.89	29.25	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135218	755.655	29.95	29.25	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135220	757.703	29.99	29.24	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135222	759.751	30.05	29.23	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135224	761.798	30.11	29.22	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135226	763.839	30.14	29.21	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135228	765.893	30.2	29.21	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135230	767.936	30.23	29.2	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135232	769.988	30.29	29.19	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135234	772.036	30.36	29.18	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135236	774.084	30.39	29.17	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135238	776.131	30.45	29.17	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135240	778.195	30.48	29.16	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135243	780.243	30.54	29.16	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135245	782.29	30.61	29.15	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135247	784.338	30.64	29.14	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135249	786.385	30.7	29.14	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135251	788.433	30.73	29.13	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135253	790.481	30.79	29.13	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135255	792.528	30.86	29.12	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135257	794.576	30.89	29.12	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135259	796.623	30.95	29.12	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135301	798.671	30.98	29.11	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135303	800.718	31.04	29.11	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135305	802.766	31.1	29.11	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135307	804.807	31.13	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135309	806.863	31.19	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135311	808.903	31.22	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135313	810.956	31.29	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135315	813.001	31.34	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135317	815.045	31.37	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135319	817.099	31.44	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135321	819.147	31.47	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135323	821.194	31.53	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135326	823.241	31.59	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135328	825.29	31.62	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135330	827.337	31.68	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135332	829.377	31.71	29.09	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135334	831.432	31.77	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135336	833.48	31.83	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135338	835.527	31.86	29.1	30.0	1	0.0	0.0	0.5	0.0	0.0
20200714 135348	845.766	32.1	29.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135350	847.813	32.16	29.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135352	849.861	32.19	29.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135354	851.906	32.25	29.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135356	853.952	32.31	29.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135358	856.003	32.34	29.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135400	858.054	32.4	29.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135402	860.099	32.43	29.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135404	862.14	32.49	29.15	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135406	864.194	32.55	29.15	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135409	866.236	32.58	29.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135411	868.29	32.64	29.17	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135413	870.353	32.67	29.18	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135415	872.4	32.72	29.18	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135417	874.444	32.78	29.19	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135419	876.496	32.81	29.2	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135421	878.543	32.87	29.2	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135423	880.591	32.9	29.21	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135425	882.638	32.96	29.21	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135427	884.683	33.02	29.22	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135429	886.734	33.05	29.24	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135431	888.781	33.11	29.24	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135433	890.822	33.14	29.25	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135435	892.87	33.2	29.26	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135437	894.922	33.25	29.27	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135439	896.97	33.28	29.29	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135441	899.019	33.34	29.29	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135443	901.067	33.37	29.3	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135445	903.116	33.43	29.31	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135447	905.162	33.49	29.32	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135450	907.21	33.52	29.34	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135452	909.257	33.57	29.35	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135454	911.318	33.6	29.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135456	913.365	33.66	29.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135458	915.413	33.72	29.38	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135500	917.46	33.75	29.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135502	919.508	33.81	29.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135504	921.556	33.84	29.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135506	923.604	33.89	29.43	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135508	925.651	33.95	29.45	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135510	927.699	33.98	29.47	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135512	929.746	34.04	29.47	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135514	931.794	34.07	29.49	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135516	933.841	34.13	29.5	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135518	935.889	34.18	29.51	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135520	937.936	34.21	29.53	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135522	939.98	34.27	29.54	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135524	942.032	34.3	29.56	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135526	944.079	34.36	29.57	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135528	946.127	34.41	29.59	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135530	948.174	34.44	29.61	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135533	950.222	34.5	29.62	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135535	952.27	34.53	29.64	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135537	954.32	34.59	29.65	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135539	956.364	34.64	29.67	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135541	958.416	34.67	29.69	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135543	960.459	34.72	29.7	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135545	962.507	34.75	29.72	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135547	964.558	34.79	29.73	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135549	966.602	34.84	29.75	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135551	968.653	34.86	29.78	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135553	970.697	34.89	29.78	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135555	972.745	34.91	29.81	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135557	974.792	34.94	29.81	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135559	976.844	34.97	29.84	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135601	978.887	34.99	29.87	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135603	980.939	35.01	29.87	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135605	982.979	35.02	29.9	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135607	985.03	35.04	29.91	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135609	987.077	35.06	29.93	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135611	989.125	35.06	29.96	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135613	991.173	35.07	29.96	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135616	993.218	35.08	29.99	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135618	995.268	35.08	30.0	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135620	997.319	35.08	30.03	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135622	999.363	35.08	30.06	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135624	1001.411	35.07	30.06	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135626	1003.458	35.07	30.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135628	1005.506	35.05	30.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135630	1007.553	35.03	30.13	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135632	1009.599	35.02	30.15	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135634	1011.648	35.0	30.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135636	1013.696	34.98	30.19	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135638	1015.746	34.95	30.2	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135640	1017.791	34.92	30.23	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135642	1019.843	34.9	30.25	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135644	1021.886	34.87	30.26	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135646	1023.933	34.85	30.29	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135648	1025.979	34.82	30.3	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135650	1028.028	34.79	30.33	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135652	1030.078	34.77	30.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135654	1032.123	34.74	30.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135656	1034.171	34.72	30.39	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135659	1036.218	34.69	30.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135701	1038.266	34.65	30.43	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135703	1040.314	34.64	30.45	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135705	1042.362	34.6	30.46	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135707	1044.409	34.59	30.49	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135709	1046.456	34.56	30.49	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135711	1048.504	34.52	30.52	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135713	1050.552	34.51	30.55	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135715	1052.599	34.47	30.56	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135717	1054.648	34.46	30.58	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135719	1056.694	34.42	30.59	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135721	1058.742	34.39	30.62	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135723	1060.789	34.38	30.64	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135725	1062.845	34.34	30.65	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135727	1064.905	34.33	30.67	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135729	1066.946	34.3	30.68	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135731	1069.001	34.26	30.7	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135733	1071.048	34.25	30.73	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135735	1073.096	34.22	30.74	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135737	1075.144	34.2	30.76	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135739	1077.191	34.17	30.77	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135742	1079.239	34.14	30.79	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135744	1081.287	34.12	30.81	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135746	1083.334	34.09	30.82	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135748	1085.382	34.07	30.84	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135750	1087.43	34.04	30.85	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135752	1089.477	34.01	30.87	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135754	1091.52	33.99	30.89	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135756	1093.572	33.96	30.9	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135758	1095.62	33.95	30.92	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135800	1097.667	33.92	30.92	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135802	1099.715	33.88	30.94	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135804	1101.756	33.87	30.96	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135806	1103.81	33.83	30.97	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135808	1105.851	33.82	30.99	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135810	1107.899	33.79	30.99	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135812	1109.946	33.76	31.01	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135814	1112.001	33.74	31.03	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135816	1114.043	33.71	31.04	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135818	1116.096	33.69	31.05	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135820	1118.142	33.66	31.06	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135822	1120.191	33.63	31.08	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135825	1122.232	33.61	31.09	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135827	1124.286	33.58	31.1	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135829	1126.334	33.57	31.11	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135831	1128.381	33.53	31.12	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135833	1130.429	33.5	31.14	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135835	1132.471	33.49	31.15	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135837	1134.519	33.46	31.16	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135839	1136.572	33.44	31.17	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135841	1138.619	33.41	31.17	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135843	1140.667	33.38	31.19	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135845	1142.715	33.36	31.2	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135847	1144.762	33.33	31.21	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135849	1146.81	33.32	31.22	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135851	1148.852	33.29	31.22	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135853	1150.899	33.26	31.24	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135855	1152.953	33.24	31.25	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135857	1154.993	33.21	31.25	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135859	1157.042	33.2	31.27	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135901	1159.095	33.17	31.27	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135903	1161.143	33.13	31.28	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135906	1163.206	33.12	31.29	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135908	1165.254	33.09	31.29	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135910	1167.297	33.07	31.3	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135912	1169.349	33.04	31.3	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135914	1171.397	33.01	31.31	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135916	1173.444	32.99	31.32	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135918	1175.492	32.96	31.32	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135920	1177.539	32.95	31.33	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135922	1179.587	32.92	31.33	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135924	1181.635	32.89	31.34	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135926	1183.682	32.87	31.35	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135928	1185.73	32.85	31.35	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135930	1187.773	32.83	31.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135932	1189.825	32.8	31.36	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135934	1191.868	32.77	31.37	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135936	1193.914	32.76	31.38	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135938	1195.968	32.73	31.38	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135940	1198.015	32.71	31.38	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135942	1200.063	32.69	31.38	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135944	1202.103	32.66	31.39	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135946	1204.158	32.64	31.39	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135949	1206.206	32.61	31.39	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135951	1208.25	32.6	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135953	1210.294	32.57	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135955	1212.343	32.54	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135957	1214.395	32.52	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 135959	1216.444	32.49	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140001	1218.485	32.48	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140003	1220.534	32.45	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140005	1222.586	32.42	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140007	1224.634	32.4	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140009	1226.676	32.37	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140011	1228.725	32.36	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140013	1230.773	32.33	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140015	1232.827	32.3	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140017	1234.888	32.29	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140019	1236.93	32.26	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140021	1238.983	32.24	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140023	1241.028	32.21	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140025	1243.076	32.19	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140027	1245.125	32.17	31.42	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140029	1247.167	32.14	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140032	1249.221	32.13	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140034	1251.263	32.1	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140036	1253.311	32.07	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140038	1255.362	32.05	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140040	1257.411	32.02	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140042	1259.459	32.01	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140044	1261.523	31.98	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140046	1263.57	31.95	31.41	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140048	1265.611	31.93	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140050	1267.659	31.9	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
20200714 140052	1269.713	31.89	31.4	30.0	1	0.0	0.0	0.5	0.25	0.0
