t	T_int	T_ext	p	i	d
1106.962	8.4	10.5	0.1	0	0
1109.009	8.3	10.5	0.1	0	0
1111.059	8.3	10.5	0.1	0	0
1113.108	8.3	10.5	0.1	0	0
1115.157	8.3	10.6	0.1	0	0
1117.199	8.3	10.6	0.1	0	0
1119.251	8.3	10.6	0.1	0	0
1121.293	8.3	10.5	0.1	0	0
1123.341	8.2	10.5	0.1	0	0
1125.393	8.2	10.5	0.1	0	0
1127.438	8.2	10.5	0.1	0	0
1129.487	8.2	10.6	0.1	0	0
1131.534	8.2	10.6	0.1	0	0
1133.582	8.2	10.6	0.1	0	0
1135.629	8.1	10.6	0.1	0	0
1137.676	8.1	10.6	0.1	0	0
1139.723	8.1	10.6	0.1	0	0
1141.789	8.1	10.6	0.1	0	0
1143.841	8.1	10.6	0.1	0	0
1145.881	8.1	10.6	0.1	0	0
1147.932	8.0	10.6	0.1	0	0
1149.98	8.0	10.6	0.1	0	0
1152.024	8.0	10.6	0.1	0	0
1154.071	8.0	10.6	0.1	0	0
1156.122	8.0	10.6	0.1	0	0
1158.167	8.0	10.6	0.1	0	0
1160.213	8.0	10.6	0.1	0	0
1162.261	7.9	10.6	0.1	0	0
1164.311	7.9	10.6	0.1	0	0
1166.359	7.9	10.6	0.1	0	0
1168.406	7.9	10.6	0.1	0	0
1170.45	7.9	10.6	0.1	0	0
1172.501	7.9	10.6	0.1	0	0
1174.547	7.8	10.6	0.1	0	0
1176.595	7.8	10.6	0.1	0	0
1178.645	7.8	10.6	0.1	0	0
1180.687	7.8	10.6	0.1	0	0
1182.736	7.8	10.6	0.1	0	0
1184.783	7.8	10.6	0.1	0	0
1186.831	7.8	10.6	0.1	0	0
1188.882	7.7	10.6	0.1	0	0
1190.93	7.7	10.6	0.1	0	0
1192.975	7.7	10.6	0.1	0	0
1195.022	7.7	10.7	0.1	0	0
1197.068	7.7	10.7	0.1	0	0
1199.119	7.7	10.7	0.1	0	0
1201.167	7.6	10.7	0.1	0	0
1203.214	7.6	10.7	0.1	0	0
1205.258	7.6	10.7	0.1	0	0
1207.309	7.6	10.6	0.1	0	0
1209.352	7.6	10.6	0.1	0	0
1211.399	7.6	10.6	0.1	0	0
1213.462	7.6	10.6	0.1	0	0
1215.511	7.5	10.6	0.1	0	0
1217.563	7.5	10.6	0.1	0	0
1219.61	7.5	10.6	0.1	0	0
1221.658	7.5	10.6	0.1	0	0
1223.704	7.5	10.6	0.1	0	0
1225.749	7.5	10.6	0.1	0	0
1227.8	7.5	10.6	0.1	0	0
1229.842	7.4	10.6	0.1	0	0
1231.895	7.4	10.6	0.1	0	0
1233.941	7.4	10.6	0.1	0	0
1235.985	7.4	10.6	0.1	0	0
1238.036	7.4	10.6	0.1	0	0
1240.085	7.4	10.6	0.1	0	0
