clock	watch	T_int	T_ext	T_ref
20200713 230438	1278.026	3.77	7.21	5.947
20200713 230440	1280.15	3.75	7.21	5.94
20200713 230442	1282.263	3.75	7.2	5.932
20200713 230444	1284.39	3.74	7.19	5.916
20200713 230446	1286.518	3.72	7.19	5.916
20200713 230448	1288.646	3.72	7.17	5.901
20200713 230451	1290.774	3.71	7.16	5.885
20200713 230453	1292.902	3.7	7.16	5.877
20200713 230455	1295.027	3.69	7.15	5.87
20200713 230457	1297.155	3.68	7.14	5.862
20200713 230459	1299.283	3.67	7.14	5.838
20200713 230501	1301.408	3.66	7.13	5.838
20200713 230503	1303.521	3.65	7.13	5.838
20200713 230505	1305.65	3.64	7.12	5.815
20200713 230508	1307.774	3.63	7.11	5.799
20200713 230510	1309.886	3.62	7.11	5.799
20200713 230512	1312.013	3.61	7.1	5.799
20200713 230514	1314.126	3.6	7.08	5.792
20200713 230516	1316.251	3.59	7.08	5.784
20200713 230518	1318.363	3.58	7.06	5.768
20200713 230520	1320.476	3.57	7.05	5.753
20200713 230522	1322.605	3.56	7.05	5.745
20200713 230525	1324.732	3.55	7.04	5.737
20200713 230527	1326.858	3.55	7.03	5.729
20200713 230529	1328.973	3.53	7.03	5.714
20200713 230531	1331.097	3.52	7.02	5.698
20200713 230533	1333.226	3.52	7.01	5.698
20200713 230535	1335.353	3.5	7.01	5.683
20200713 230537	1337.481	3.49	7.01	5.675
20200713 230539	1339.61	3.49	6.99	5.675
20200713 230542	1341.736	3.48	6.99	5.659
20200713 230544	1343.862	3.46	6.97	5.652
20200713 230546	1345.972	3.46	6.96	5.644
20200713 230548	1348.083	3.45	6.96	5.628
20200713 230550	1350.196	3.44	6.95	5.621
20200713 230552	1352.311	3.43	6.94	5.613
20200713 230554	1354.434	3.42	6.94	5.605
20200713 230556	1356.545	3.41	6.93	5.589
20200713 230559	1358.661	3.4	6.93	5.589
20200713 230601	1360.787	3.39	6.92	5.574
20200713 230603	1362.913	3.39	6.91	5.566
20200713 230605	1365.04	3.37	6.89	5.566
20200713 230607	1367.151	3.36	6.89	5.543
20200713 230609	1369.267	3.36	6.88	5.535
20200713 230611	1371.393	3.34	6.87	5.527
20200713 230613	1373.518	3.33	6.86	5.519
20200713 230615	1375.644	3.33	6.85	5.519
20200713 230618	1377.756	3.32	6.85	5.504
20200713 230620	1379.87	3.3	6.84	5.487
20200713 230622	1381.997	3.3	6.83	5.487
20200713 230624	1384.126	3.29	6.83	5.471
20200713 230626	1386.252	3.28	6.82	5.463
20200713 230628	1388.377	3.27	6.82	5.448
20200713 230630	1390.489	3.26	6.81	5.448
20200713 230632	1392.601	3.25	6.8	5.432
20200713 230635	1394.732	3.24	6.78	5.424
20200713 230637	1396.859	3.23	6.78	5.416
20200713 230639	1398.982	3.22	6.77	5.416
20200713 230641	1401.096	3.21	6.76	5.4
20200713 230643	1403.223	3.2	6.76	5.385
20200713 230645	1405.365	3.19	6.75	5.385
20200713 230647	1407.477	3.18	6.74	5.369
20200713 230649	1409.592	3.17	6.74	5.369
20200713 230652	1411.715	3.16	6.73	5.353
20200713 230654	1413.83	3.16	6.72	5.345
20200713 230656	1415.958	3.15	6.72	5.337
20200713 230658	1418.086	3.13	6.7	5.322
20200713 230700	1420.21	3.13	6.69	5.314
20200713 230702	1422.322	3.12	6.69	5.314
20200713 230704	1424.453	3.11	6.68	5.306
20200713 230706	1426.576	3.1	6.68	5.282
20200713 230709	1428.691	3.09	6.68	5.29
20200713 230711	1430.814	3.08	6.67	5.274
20200713 230713	1432.943	3.07	6.66	5.266
20200713 230715	1435.054	3.06	6.65	5.266
20200713 230717	1437.165	3.06	6.64	5.235
20200713 230719	1439.277	3.05	6.63	5.235
20200713 230721	1441.404	3.04	6.62	5.227
20200713 230723	1443.518	3.03	6.61	5.211
20200713 230725	1445.647	3.02	6.6	5.211
20200713 230728	1447.775	3.01	6.6	5.203
20200713 230730	1449.9	3.0	6.59	5.188
20200713 230732	1452.03	2.99	6.57	5.18
20200713 230734	1454.155	2.98	6.56	5.164
20200713 230736	1456.281	2.98	6.55	5.164
20200713 230738	1458.393	2.97	6.55	5.148
20200713 230740	1460.519	2.96	6.55	5.156
20200713 230742	1462.635	2.95	6.54	5.148
20200713 230745	1464.763	2.94	6.54	5.14
20200713 230747	1466.889	2.93	6.53	5.125
20200713 230749	1469.016	2.92	6.52	5.101
20200713 230751	1471.145	2.91	6.52	5.109
20200713 230753	1473.271	2.9	6.5	5.093
20200713 230755	1475.4	2.9	6.49	5.085
20200713 230757	1477.528	2.89	6.49	5.077
20200713 230759	1479.655	2.88	6.48	5.077
20200713 230802	1481.779	2.87	6.48	5.054
20200713 230804	1483.889	2.86	6.47	5.046
20200713 230806	1486.003	2.85	6.47	5.046
20200713 230808	1488.133	2.85	6.46	5.046
20200713 230810	1490.258	2.84	6.46	5.022
20200713 230812	1492.383	2.83	6.45	5.022
20200713 230814	1494.499	2.82	6.44	5.007
20200713 230816	1496.624	2.81	6.43	5.007
20200713 230819	1498.749	2.8	6.42	4.989
20200713 230824	1503.937	2.78	6.41	4.966
20200713 230826	1506.06	2.78	6.41	4.958
20200713 230828	1508.175	2.78	6.41	4.95
20200713 230830	1510.3	2.81	6.41	4.942
20200713 230832	1512.431	2.82	6.39	4.926
20200713 230834	1514.559	2.88	6.39	4.918
20200713 230837	1516.682	2.95	6.37	4.91
20200713 230839	1518.796	2.99	6.36	4.894
20200713 230841	1520.92	3.08	6.35	4.902
20200713 230843	1523.051	3.16	6.34	4.878
20200713 230845	1525.18	3.2	6.33	4.886
20200713 230847	1527.308	3.29	6.33	4.87
20200713 230849	1529.434	3.37	6.32	4.862
20200713 230851	1531.562	3.42	6.31	4.846
20200713 230854	1533.691	3.5	6.3	4.854
20200713 230856	1535.813	3.59	6.29	4.838
20200713 230858	1537.943	3.63	6.28	4.83
20200713 230900	1540.067	3.72	6.28	4.83
20200713 230902	1542.181	3.8	6.27	4.822
20200713 230904	1544.311	3.85	6.26	4.814
20200713 230906	1546.434	3.94	6.26	4.806
20200713 230908	1548.548	3.98	6.25	4.806
20200713 230911	1550.678	4.07	6.25	4.798
20200713 230913	1552.802	4.15	6.24	4.798
20200713 230915	1554.932	4.2	6.24	4.79
20200713 230917	1557.06	4.28	6.24	4.782
20200713 230919	1559.183	4.37	6.24	4.782
20200713 230921	1561.295	4.41	6.24	4.774
20200713 230923	1563.405	4.5	6.24	4.782
20200713 230925	1565.517	4.59	6.23	4.774
20200713 230927	1567.63	4.63	6.23	4.774
20200713 230930	1569.761	4.72	6.23	4.774
20200713 230932	1571.888	4.81	6.23	4.774
20200713 230934	1574.015	4.86	6.23	4.774
20200713 230936	1576.143	4.95	6.23	4.774
20200713 230938	1578.271	5.04	6.23	4.782
20200713 230940	1580.398	5.08	6.24	4.782
20200713 230942	1582.521	5.17	6.24	4.79
20200713 230944	1584.633	5.27	6.24	4.798
20200713 230947	1586.744	5.32	6.25	4.798
20200713 230949	1588.857	5.41	6.25	4.806
20200713 230951	1590.983	5.51	6.25	4.806
20200713 230953	1593.099	5.55	6.26	4.814
20200713 230955	1595.222	5.65	6.25	4.822
20200713 230957	1597.333	5.74	6.27	4.83
20200713 230959	1599.464	5.79	6.28	4.83
20200713 231001	1601.592	5.88	6.28	4.838
20200713 231004	1603.716	5.98	6.29	4.854
20200713 231006	1605.827	6.03	6.3	4.862
20200713 231008	1607.94	6.12	6.3	4.878
20200713 231010	1610.071	6.22	6.31	4.894
20200713 231012	1612.198	6.27	6.33	4.902
20200713 231014	1614.322	6.36	6.33	4.918
20200713 231016	1616.437	6.46	6.34	4.934
20200713 231018	1618.563	6.51	6.36	4.934
20200713 231021	1620.692	6.61	6.37	4.942
20200713 231023	1622.815	6.71	6.38	4.966
20200713 231025	1624.945	6.76	6.4	4.981
20200713 231027	1627.074	6.86	6.4	5.014
20200713 231029	1629.201	6.91	6.42	5.03
20200713 231031	1631.325	7.01	6.44	5.038
20200713 231033	1633.437	7.11	6.44	5.062
20200713 231035	1635.548	7.16	6.46	5.085
20200713 231038	1637.659	7.26	6.49	5.101
20200713 231040	1639.771	7.36	6.49	5.125
20200713 231042	1641.901	7.41	6.52	5.133
20200713 231044	1644.026	7.51	6.55	5.164
20200713 231046	1646.139	7.61	6.55	5.18
20200713 231048	1648.266	7.66	6.58	5.219
20200713 231050	1650.392	7.75	6.58	5.235
20200713 231052	1652.504	7.85	6.61	5.259
20200713 231054	1654.616	7.9	6.63	5.274
20200713 231057	1656.744	8.0	6.64	5.306
20200713 231059	1658.874	8.1	6.66	5.329
20200713 231101	1661.0	8.15	6.69	5.369
20200713 231103	1663.125	8.25	6.7	5.385
20200713 231105	1665.238	8.35	6.73	5.424
20200713 231107	1667.368	8.4	6.76	5.44
20200713 231109	1669.491	8.5	6.77	5.479
20200713 231111	1671.602	8.59	6.8	5.504
20200713 231114	1673.715	8.64	6.83	5.535
20200713 231116	1675.828	8.74	6.84	5.582
20200713 231118	1677.958	8.84	6.87	5.613
20200713 231120	1680.083	8.88	6.91	5.652
20200713 231122	1682.213	8.98	6.92	5.675
20200713 231124	1684.338	9.08	6.95	5.706
20200713 231126	1686.467	9.13	6.99	5.737
20200713 231128	1688.595	9.22	7.0	5.792
20200713 231131	1690.718	9.32	7.04	5.815
20200713 231133	1692.834	9.37	7.08	5.854
20200713 231135	1694.962	9.46	7.08	5.893
20200713 231137	1697.089	9.56	7.13	5.932
20200713 231139	1699.212	9.61	7.17	5.971
20200713 231141	1701.325	9.71	7.18	6.018
20200713 231143	1703.45	9.81	7.22	6.057
20200713 231145	1705.583	9.86	7.26	6.095
20200713 231148	1707.707	9.96	7.27	6.134
20200713 231150	1709.833	10.01	7.31	6.18
20200713 231152	1711.961	10.1	7.36	6.226
20200713 231154	1714.089	10.2	7.37	6.272
20200713 231156	1716.216	10.25	7.41	6.311
20200713 231158	1718.343	10.35	7.45	6.364
20200713 231200	1720.47	10.44	7.46	6.403
20200713 231202	1722.586	10.49	7.5	6.457
20200713 231205	1724.709	10.59	7.55	6.496
20200713 231207	1726.842	10.69	7.56	6.549
20200713 231209	1728.965	10.73	7.61	6.595
20200713 231211	1731.096	10.83	7.66	6.648
20200713 231213	1733.224	10.93	7.67	6.701
20200713 231215	1735.351	10.98	7.72	6.747
20200713 231217	1737.474	11.07	7.76	6.793
20200713 231219	1739.585	11.17	7.77	6.838
20200713 231222	1741.697	11.22	7.82	6.892
20200713 231224	1743.826	11.32	7.83	6.952
20200713 231226	1745.954	11.42	7.89	6.999
20200713 231228	1748.082	11.47	7.94	7.059
20200713 231230	1750.207	11.57	7.95	7.104
20200713 231232	1752.339	11.66	8.0	7.172
20200713 231234	1754.482	11.71	8.05	7.217
20200713 231236	1756.61	11.8	8.06	7.255
20200713 231239	1758.735	11.9	8.11	7.33
20200713 231241	1760.877	11.95	8.17	7.375
20200713 231243	1763.008	12.05	8.18	7.428
20200713 231245	1765.136	12.14	8.24	7.489
20200713 231247	1767.277	12.19	8.29	7.548
20200713 231249	1769.403	12.29	8.3	7.608
20200713 231251	1771.531	12.39	8.36	7.667
20200713 231253	1773.657	12.43	8.42	7.712
20200713 231256	1775.789	12.53	8.43	7.779
20200713 231258	1777.916	12.63	8.48	7.831
20200713 231300	1780.043	12.67	8.53	7.883
20200713 231302	1782.169	12.77	8.55	7.943
20200713 231304	1784.294	12.86	8.6	8.002
20200713 231306	1786.406	12.91	8.66	8.061
20200713 231308	1788.537	13.01	8.67	8.12
20200713 231311	1790.66	13.1	8.73	8.179
20200713 231313	1792.777	13.15	8.79	8.231
20200713 231315	1794.905	13.24	8.8	8.297
20200713 231317	1797.027	13.34	8.86	8.363
20200713 231319	1799.14	13.39	8.92	8.416
20200713 231321	1801.267	13.48	8.93	8.474
20200713 231323	1803.393	13.58	8.99	8.54
20200713 231325	1805.507	13.63	9.05	8.591
20200713 231327	1807.632	13.72	9.06	8.664
20200713 231330	1809.747	13.82	9.12	8.715
20200713 231332	1811.877	13.86	9.17	8.773
20200713 231334	1813.999	13.96	9.18	8.846
20200713 231336	1816.126	14.06	9.25	8.898
20200713 231338	1818.24	14.1	9.31	8.948
20200713 231340	1820.366	14.2	9.33	9.021
20200713 231342	1822.498	14.3	9.39	9.071
20200713 231344	1824.623	14.34	9.45	9.136
20200713 231347	1826.751	14.44	9.46	9.201
20200713 231349	1828.875	14.49	9.53	9.259
20200713 231351	1830.99	14.58	9.59	9.331
20200713 231353	1833.119	14.68	9.6	9.389
20200713 231355	1835.242	14.72	9.66	9.447
20200713 231357	1837.374	14.82	9.72	9.504
20200713 231359	1839.501	14.91	9.73	9.583
20200713 231401	1841.625	14.96	9.8	9.647
20200713 231404	1843.756	15.05	9.86	9.704
20200713 231406	1845.884	15.15	9.88	9.769
20200713 231408	1848.012	15.19	9.94	9.834
20200713 231410	1850.155	15.29	10.01	9.904
20200713 231412	1852.283	15.38	10.02	9.961
20200713 231414	1854.411	15.43	10.08	10.032
20200713 231416	1856.554	15.52	10.15	10.096
20200713 231419	1858.682	15.62	10.16	10.16
20200713 231421	1860.809	15.66	10.23	10.224
20200713 231423	1862.933	15.76	10.29	10.288
20200713 231425	1865.061	15.85	10.31	10.351
20200713 231427	1867.192	15.9	10.37	10.421
20200713 231429	1869.32	16.0	10.44	10.485
20200713 231431	1871.447	16.09	10.45	10.555
20200713 231433	1873.574	16.14	10.52	10.618
20200713 231436	1875.699	16.23	10.59	10.681
20200713 231438	1877.827	16.33	10.6	10.738
20200713 231440	1879.957	16.37	10.67	10.808
20200713 231442	1882.084	16.47	10.69	10.878
20200713 231444	1884.212	16.56	10.75	10.94
20200713 231446	1886.339	16.61	10.82	11.01
20200713 231448	1888.467	16.7	10.83	11.08
20200713 231450	1890.593	16.8	10.89	11.135
20200713 231453	1892.72	16.84	10.95	11.212
20200713 231455	1894.849	16.94	10.97	11.275
20200713 231457	1896.972	17.03	11.04	11.344
20200713 231459	1899.12	17.08	11.11	11.399
20200713 231501	1901.248	17.18	11.13	11.475
20200713 231503	1903.37	17.27	11.19	11.544
20200713 231505	1905.519	17.32	11.25	11.607
20200713 231507	1907.642	17.41	11.27	11.676
20200713 231510	1909.774	17.5	11.33	11.751
20200713 231512	1911.917	17.55	11.41	11.813
20200713 231514	1914.045	17.64	11.43	11.881
20200713 231516	1916.172	17.74	11.5	11.957
20200713 231518	1918.311	17.78	11.57	12.018
20200713 231520	1920.441	17.88	11.58	12.08
20200713 231522	1922.57	17.97	11.65	12.155
20200713 231525	1924.71	18.02	11.72	12.223
20200713 231527	1926.841	18.12	11.74	12.291
20200713 231529	1928.965	18.21	11.81	12.366
20200713 231531	1931.091	18.26	11.88	12.427
20200713 231533	1933.22	18.35	11.89	12.496
20200713 231535	1935.35	18.44	11.96	12.564
20200713 231537	1937.479	18.49	12.03	12.631
20200713 231539	1939.602	18.59	12.05	12.699
20200713 231542	1941.729	18.68	12.12	12.766
20200713 231544	1943.861	18.73	12.19	12.84
20200713 231546	1945.988	18.82	12.2	12.901
20200713 231548	1948.115	18.91	12.27	12.969
20200713 231550	1950.24	18.96	12.36	13.043
20200713 231552	1952.37	19.05	12.37	13.116
20200713 231554	1954.493	19.15	12.44	13.177
20200713 231556	1956.625	19.2	12.52	13.25
20200713 231559	1958.751	19.29	12.53	13.324
20200713 231601	1960.879	19.38	12.6	13.392
20200713 231603	1963.002	19.43	12.67	13.465
20200713 231605	1965.134	19.52	12.68	13.525
20200713 231607	1967.278	19.62	12.75	13.598
20200713 231609	1969.405	19.66	12.83	13.664
20200713 231611	1971.532	19.76	12.84	13.738
20200713 231614	1973.672	19.85	12.92	13.805
20200713 231616	1975.803	19.9	13.0	13.871
20200713 231618	1977.931	19.99	13.02	13.95
20200713 231620	1980.074	20.09	13.09	14.016
20200713 231622	1982.197	20.13	13.17	14.082
20200713 231624	1984.329	20.23	13.17	14.155
20200713 231626	1986.472	20.32	13.24	14.228
20200713 231628	1988.599	20.36	13.32	14.294
20200713 231631	1990.727	20.46	13.33	14.366
20200713 231633	1992.871	20.55	13.41	14.432
20200713 231635	1994.998	20.6	13.49	14.511
20200713 231637	1997.126	20.69	13.49	14.57
20200713 231639	1999.253	20.79	13.57	14.649
20200713 231641	2001.381	20.84	13.65	14.714
20200713 231643	2003.508	20.93	13.67	14.779
20200713 231645	2005.635	21.02	13.75	14.851
20200713 231648	2007.76	21.07	13.84	14.923
20200713 231650	2009.89	21.16	13.85	15.001
20200713 231652	2012.018	21.25	13.92	15.06
20200713 231654	2014.146	21.3	14.0	15.138
20200713 231656	2016.273	21.39	14.02	15.203
20200713 231658	2018.396	21.49	14.11	15.268
20200713 231700	2020.528	21.53	14.19	15.339
20200713 231702	2022.65	21.62	14.2	15.417
20200713 231705	2024.783	21.72	14.28	15.482
20200713 231707	2026.91	21.76	14.36	15.553
20200713 231709	2029.038	21.86	14.38	15.631
20200713 231711	2031.164	21.95	14.46	15.701
20200713 231713	2033.289	21.99	14.53	15.772
20200713 231715	2035.436	22.09	14.54	15.837
20200713 231717	2037.559	22.18	14.62	15.908
20200713 231720	2039.688	22.22	14.69	15.985
20200713 231722	2041.835	22.32	14.7	16.043
20200713 231724	2043.957	22.41	14.79	16.12
20200713 231726	2046.088	22.46	14.87	16.19
20200713 231728	2048.233	22.55	14.88	16.261
20200713 231730	2050.357	22.64	14.96	16.338
20200713 231732	2052.488	22.69	15.04	16.401
20200713 231734	2054.611	22.78	15.05	16.465
20200713 231737	2056.739	22.87	15.14	16.542
20200713 231739	2058.868	22.92	15.22	16.612
20200713 231741	2060.997	23.01	15.24	16.689
20200713 231743	2063.122	23.11	15.33	16.752
20200713 231745	2065.253	23.15	15.4	16.822
20200713 231747	2067.379	23.25	15.41	16.898
20200713 231749	2069.508	23.29	15.5	16.968
20200713 231751	2071.635	23.39	15.57	17.044
20200713 231754	2073.763	23.48	15.59	17.114
20200713 231756	2075.886	23.52	15.68	17.183
20200713 231758	2078.018	23.61	15.76	17.253
20200713 231800	2080.145	23.7	15.78	17.322
20200713 231802	2082.273	23.75	15.86	17.398
20200713 231804	2084.401	23.84	15.94	17.474
20200713 231806	2086.525	23.93	15.96	17.537
20200713 231808	2088.652	23.98	16.04	17.619
20200713 231811	2090.783	24.07	16.12	17.669
20200713 231813	2092.911	24.16	16.14	17.75
20200713 231815	2095.038	24.2	16.22	17.819
20200713 231817	2097.165	24.3	16.3	17.895
20200713 231819	2099.293	24.39	16.33	17.964
20200713 231821	2101.42	24.43	16.41	18.039
20200713 231823	2103.544	24.52	16.49	18.101
20200713 231826	2105.671	24.62	16.51	18.176
20200713 231828	2107.803	24.66	16.58	18.239
20200713 231830	2109.93	24.75	16.61	18.32
20200713 231832	2112.058	24.85	16.69	18.376
20200713 231834	2114.181	24.89	16.77	18.457
20200713 231836	2116.313	24.98	16.79	18.526
20200713 231838	2118.44	25.08	16.87	18.6
20200713 231840	2120.567	25.12	16.94	18.669
20200713 231843	2122.692	25.21	16.96	18.743
20200713 231845	2124.823	25.3	17.04	18.824
20200713 231847	2126.95	25.35	17.11	18.88
20200713 231849	2129.078	25.44	17.13	18.96
20200713 231851	2131.205	25.53	17.2	19.028
20200713 231853	2133.349	25.58	17.28	19.103
20200713 231855	2135.476	25.67	17.31	19.171
20200713 231857	2137.603	25.76	17.39	19.245
20200713 231900	2139.742	25.81	17.47	19.319
20200713 231902	2141.875	25.9	17.49	19.393
20200713 231904	2144.002	25.99	17.57	19.46
20200713 231906	2146.129	26.03	17.64	19.535
20200713 231908	2148.252	26.12	17.66	19.602
20200713 231910	2150.382	26.21	17.74	19.67
20200713 231912	2152.512	26.26	17.82	19.743
20200713 231914	2154.634	26.35	17.84	19.817
20200713 231917	2156.767	26.44	17.92	19.903
20200713 231919	2158.894	26.49	18.0	19.989
20200713 231921	2161.022	26.58	18.02	20.007
20200713 231923	2163.15	26.67	18.09	20.074
20200713 231925	2165.279	26.71	18.18	20.154
20200713 231927	2167.406	26.8	18.19	20.227
20200713 231929	2169.534	26.89	18.27	20.301
20200713 231932	2171.661	26.94	18.35	20.38
20200713 231934	2173.786	27.03	18.37	20.453
20200713 231936	2175.917	27.12	18.45	20.52
20200713 231938	2178.042	27.17	18.53	20.587
20200713 231940	2180.171	27.26	18.54	20.661
20200713 231942	2182.315	27.35	18.62	20.728
20200713 231944	2184.439	27.39	18.7	20.807
20200713 231946	2186.57	27.48	18.71	20.873
20200713 231949	2188.713	27.57	18.79	20.94
20200713 231951	2190.841	27.62	18.88	21.019
20200713 231953	2192.965	27.71	18.89	21.092
20200713 231955	2195.112	27.8	18.97	21.165
20200713 231957	2197.234	27.84	19.05	21.231
20200713 231959	2199.367	27.93	19.07	21.292
20200713 232001	2201.51	28.02	19.14	21.37
20200713 232003	2203.632	28.07	19.23	21.443
20200713 232006	2205.761	28.15	19.24	21.51
20200713 232008	2207.909	28.24	19.32	21.582
20200713 232010	2210.029	28.29	19.41	21.66
20200713 232012	2212.164	28.38	19.42	21.727
20200713 232014	2214.307	28.47	19.49	21.793
20200713 232016	2216.435	28.51	19.58	21.866
20200713 232018	2218.562	28.6	19.59	21.938
20200713 232021	2220.683	28.69	19.67	22.01
20200713 232023	2222.817	28.74	19.75	22.082
20200713 232025	2224.945	28.83	19.76	22.154
20200713 232027	2227.072	28.92	19.84	22.221
20200713 232029	2229.2	28.96	19.92	22.311
20200713 232031	2231.325	29.05	19.94	22.359
20200713 232033	2233.451	29.14	20.01	22.437
20200713 232035	2235.582	29.19	20.1	22.508
20200713 232038	2237.712	29.27	20.11	22.574
20200713 232040	2239.833	29.36	20.19	22.646
20200713 232042	2241.967	29.41	20.27	22.724
20200713 232044	2244.092	29.5	20.29	22.784
20200713 232046	2246.219	29.59	20.37	22.862
20200713 232048	2248.347	29.63	20.45	22.927
20200713 232050	2250.475	29.72	20.46	22.999
20200713 232052	2252.595	29.81	20.54	23.071
20200713 232055	2254.73	29.85	20.62	23.142
20200713 232057	2256.871	29.94	20.63	23.214
20200713 232059	2258.994	30.03	20.72	23.28
20200713 232101	2261.126	30.07	20.79	23.357
20200713 232103	2263.271	30.16	20.81	23.429
20200713 232105	2265.399	30.25	20.89	23.494
20200713 232107	2267.519	30.3	20.97	23.566
20200713 232110	2269.664	30.39	20.98	23.643
20200713 232112	2271.792	30.48	21.06	23.714
20200713 232114	2273.925	30.52	21.14	23.786
20200713 232116	2276.067	30.61	21.15	23.857
20200713 232118	2278.196	30.7	21.23	23.928
20200713 232120	2280.324	30.74	21.31	23.993
20200713 232122	2282.467	30.83	21.32	24.059
20200713 232124	2284.589	30.92	21.41	24.136
20200713 232127	2286.715	30.97	21.49	24.207
20200713 232129	2288.866	31.05	21.5	24.272
20200713 232131	2290.992	31.14	21.58	24.349
20200713 232133	2293.12	31.19	21.66	24.42
20200713 232135	2295.264	31.27	21.67	24.491
20200713 232137	2297.392	31.36	21.75	24.562
20200713 232139	2299.519	31.41	21.83	24.621
20200713 232141	2301.646	31.49	21.84	24.692
20200713 232144	2303.774	31.58	21.92	24.763
20200713 232146	2305.902	31.63	21.99	24.84
20200713 232148	2308.024	31.71	22.01	24.911
20200713 232150	2310.157	31.8	22.09	24.982
20200713 232152	2312.283	31.85	22.17	25.058
20200713 232154	2314.41	31.93	22.18	25.117
20200713 232156	2316.536	31.98	22.26	25.188
20200713 232159	2318.667	32.06	22.34	25.265
20200713 232201	2320.794	32.15	22.36	25.336
20200713 232203	2322.922	32.19	22.43	25.4
20200713 232205	2325.049	32.28	22.51	25.471
20200713 232207	2327.175	32.37	22.53	25.542
20200713 232209	2329.304	32.41	22.6	25.606
20200713 232211	2331.432	32.5	22.68	25.671
20200713 232213	2333.559	32.59	22.69	25.748
20200713 232216	2335.681	32.63	22.77	25.818
20200713 232218	2337.83	32.72	22.85	25.9
20200713 232220	2339.958	32.8	22.87	25.965
20200713 232222	2342.085	32.85	22.94	26.03
20200713 232224	2344.224	32.93	23.01	26.1
20200713 232226	2346.372	33.02	23.03	26.165
20200713 232228	2348.5	33.06	23.11	26.253
20200713 232230	2350.621	33.15	23.18	26.306
20200713 232233	2352.748	33.24	23.2	26.376
20200713 232235	2354.879	33.28	23.27	26.452
20200713 232237	2357.023	33.37	23.35	26.523
20200713 232239	2359.15	33.46	23.37	26.593
20200713 232241	2361.278	33.5	23.44	26.663
20200713 232243	2363.421	33.59	23.51	26.728
20200713 232245	2365.544	33.67	23.53	26.816
20200713 232248	2367.705	33.72	23.6	26.869
20200713 232250	2369.832	33.8	23.68	26.933
20200713 232252	2371.964	33.89	23.7	27.009
20200713 232254	2374.091	33.93	23.77	27.068
20200713 232256	2376.217	34.02	23.85	27.15
20200713 232258	2378.344	34.11	23.87	27.22
20200713 232300	2380.474	34.15	23.94	27.284
20200713 232302	2382.596	34.24	24.01	27.354
20200713 232305	2384.729	34.32	24.04	27.424
20200713 232307	2386.856	34.36	24.13	27.489
20200713 232309	2388.981	34.45	24.18	27.553
20200713 232311	2391.111	34.54	24.18	27.617
20200713 232313	2393.239	34.58	24.23	27.693
20200713 232315	2395.366	34.67	24.29	27.752
20200713 232317	2397.494	34.75	24.31	27.804
20200713 232319	2399.617	34.8	24.39	27.874
20200713 232322	2401.749	34.88	24.41	27.927
20200713 232324	2403.873	34.97	24.48	27.974
20200713 232326	2406.003	35.01	24.55	27.991
20200713 232328	2408.131	35.1	24.56	27.921
20200713 232330	2410.257	35.18	24.6	27.886
20200713 232332	2412.385	35.22	24.65	27.898
20200713 232334	2414.514	35.31	24.66	27.939
20200713 232336	2416.636	35.4	24.72	27.985
20200713 232339	2418.781	35.44	24.8	28.032
20200713 232341	2420.912	35.53	24.84	28.19
20200713 232343	2423.04	35.61	24.95	28.365
20200713 232345	2425.178	35.66	25.06	28.458
20200713 232347	2427.311	35.74	25.09	28.528
20200713 232349	2429.438	35.83	25.14	28.563
20200713 232351	2431.581	35.87	25.19	28.598
20200713 232354	2433.709	35.96	25.21	28.65
20200713 232356	2435.837	36.04	25.28	28.744
20200713 232358	2437.975	36.08	25.34	28.919
20200713 232400	2440.106	36.17	25.34	28.959
20200713 232402	2442.23	36.26	25.38	29.047
20200713 232404	2444.359	36.3	25.42	29.117
20200713 232406	2446.49	36.38	25.44	29.286
20200713 232408	2448.611	36.47	25.52	29.443
20200713 232411	2450.729	36.51	25.61	29.583
20200713 232413	2452.855	36.6	25.63	29.577
20200713 232415	2454.98	36.68	25.69	29.565
20200713 232417	2457.107	36.73	25.76	29.595
20200713 232419	2459.239	36.81	25.76	29.647
20200713 232421	2461.367	36.9	25.83	29.711
20200713 232423	2463.49	36.94	25.92	29.775
20200713 232425	2465.621	37.03	25.93	29.828
20200713 232428	2467.745	37.11	26.0	29.886
20200713 232430	2469.875	37.15	26.08	29.944
20200713 232432	2472.004	37.24	26.08	30.055
20200713 232437	2477.201	37.41	26.28	30.218
20200713 232439	2479.329	37.49	26.36	30.375
20200713 232441	2481.458	37.52	26.42	30.515
20200713 232443	2483.585	37.58	26.43	30.608
20200713 232446	2485.71	37.61	26.45	30.701
20200713 232448	2487.841	37.62	26.47	30.818
20200713 232450	2489.968	37.62	26.49	30.888
20200713 232452	2492.096	37.61	26.57	30.963
20200713 232454	2494.223	37.61	26.66	30.987
20200713 232456	2496.345	37.59	26.69	31.016
20200713 232458	2498.478	37.58	26.75	31.057
20200713 232500	2500.602	37.57	26.78	31.121
20200713 232503	2502.728	37.55	26.78	31.185
20200713 232505	2504.861	37.54	26.81	31.225
20200713 232507	2506.986	37.53	26.88	31.255
20200713 232509	2509.115	37.51	26.9	31.272
20200713 232511	2511.24	37.49	26.98	31.278
20200713 232513	2513.371	37.48	27.05	31.342
20200713 232515	2515.495	37.47	27.06	31.383
20200713 232517	2517.625	37.45	27.12	31.429
20200713 232520	2519.751	37.44	27.19	31.482
