clock	watch	T_int	T_ext	T_ref
20200714 013144	7270.1	28.55	28.96	29.664
20200714 013147	7272.232	28.52	28.93	29.641
20200714 013149	7274.355	28.51	28.91	29.618
20200714 013151	7276.487	28.48	28.91	29.6
20200714 013153	7278.613	28.45	28.88	29.577
20200714 013155	7280.741	28.44	28.86	29.554
20200714 013157	7282.868	28.41	28.85	29.531
20200714 013159	7284.989	28.38	28.83	29.513
20200714 013201	7287.138	28.36	28.8	29.49
20200714 013204	7289.266	28.33	28.8	29.461
20200714 013206	7291.392	28.3	28.78	29.443
20200714 013208	7293.533	28.29	28.76	29.426
20200714 013210	7295.663	28.26	28.75	29.402
20200714 013212	7297.79	28.23	28.73	29.385
20200714 013214	7299.928	28.22	28.71	29.356
20200714 013216	7302.061	28.19	28.7	29.338
20200714 013219	7304.188	28.16	28.68	29.315
20200714 013221	7306.331	28.14	28.65	29.292
20200714 013223	7308.455	28.11	28.65	29.268
20200714 013225	7310.585	28.09	28.63	29.245
20200714 013227	7312.729	28.07	28.6	29.222
20200714 013229	7314.856	28.04	28.6	29.204
20200714 013231	7316.983	28.01	28.57	29.181
20200714 013233	7319.104	28.0	28.55	29.158
20200714 013236	7321.237	27.97	28.54	29.146
20200714 013238	7323.364	27.94	28.52	29.111
20200714 013240	7325.492	27.93	28.5	29.088
20200714 013242	7327.615	27.9	28.49	29.053
20200714 013244	7329.746	27.87	28.47	29.047
20200714 013246	7331.873	27.85	28.44	29.041
20200714 013248	7333.998	27.82	28.44	29.029
20200714 013250	7336.128	27.8	28.42	28.994
20200714 013253	7338.254	27.78	28.39	28.977
20200714 013255	7340.382	27.75	28.39	28.948
20200714 013257	7342.503	27.72	28.36	28.93
20200714 013259	7344.629	27.71	28.34	28.901
20200714 013301	7346.76	27.68	28.33	28.884
20200714 013303	7348.891	27.65	28.31	28.866
20200714 013305	7351.018	27.64	28.28	28.849
20200714 013307	7353.145	27.61	28.28	28.82
20200714 013310	7355.288	27.58	28.26	28.796
20200714 013312	7357.412	27.56	28.23	28.785
20200714 013314	7359.543	27.54	28.23	28.755
20200714 013316	7361.686	27.51	28.2	28.738
20200714 013318	7363.813	27.49	28.18	28.715
20200714 013320	7365.94	27.46	28.17	28.685
20200714 013322	7368.065	27.43	28.15	28.668
20200714 013325	7370.195	27.42	28.13	28.645
20200714 013327	7372.322	27.39	28.12	28.621
20200714 013329	7374.449	27.36	28.1	28.604
20200714 013331	7376.592	27.34	28.07	28.586
20200714 013333	7378.719	27.31	28.07	28.563
20200714 013335	7380.847	27.28	28.05	28.54
20200714 013337	7382.973	27.27	28.02	28.516
20200714 013339	7385.117	27.24	28.02	28.493
20200714 013342	7387.242	27.21	27.99	28.475
20200714 013344	7389.366	27.19	27.97	28.452
20200714 013346	7391.499	27.17	27.96	28.435
20200714 013348	7393.624	27.13	27.94	28.411
20200714 013350	7395.753	27.12	27.91	28.388
20200714 013352	7397.874	27.09	27.91	28.365
20200714 013354	7400.01	27.06	27.88	28.341
20200714 013356	7402.135	27.05	27.86	28.318
20200714 013359	7404.262	27.02	27.85	28.306
20200714 013401	7406.389	26.99	27.83	28.277
20200714 013403	7408.516	26.97	27.81	28.254
20200714 013405	7410.646	26.95	27.8	28.236
20200714 013407	7412.771	26.92	27.78	28.213
20200714 013409	7414.896	26.9	27.75	28.195
20200714 013411	7417.025	26.87	27.75	28.172
20200714 013413	7419.152	26.84	27.73	28.149
20200714 013416	7421.279	26.83	27.7	28.131
20200714 013418	7423.407	26.8	27.7	28.108
20200714 013420	7425.53	26.77	27.67	28.09
20200714 013422	7427.677	26.75	27.65	28.067
20200714 013424	7429.801	26.73	27.64	28.038
20200714 013426	7431.931	26.71	27.62	28.02
20200714 013428	7434.074	26.68	27.59	27.997
20200714 013431	7436.199	26.66	27.59	27.974
20200714 013433	7438.324	26.64	27.56	27.95
20200714 013435	7440.451	26.61	27.54	27.933
20200714 013437	7442.583	26.58	27.53	27.909
20200714 013439	7444.71	26.57	27.51	27.886
20200714 013441	7446.837	26.54	27.49	27.863
20200714 013443	7448.965	26.51	27.48	27.845
20200714 013445	7451.092	26.49	27.46	27.822
20200714 013448	7453.219	26.47	27.43	27.798
20200714 013450	7455.347	26.44	27.43	27.781
20200714 013452	7457.472	26.42	27.4	27.757
20200714 013454	7459.601	26.39	27.38	27.74
20200714 013456	7461.728	26.37	27.37	27.711
20200714 013458	7463.855	26.35	27.35	27.699
20200714 013500	7465.982	26.32	27.32	27.676
20200714 013502	7468.11	26.3	27.32	27.647
20200714 013505	7470.237	26.28	27.3	27.629
20200714 013507	7472.364	26.25	27.27	27.606
20200714 013509	7474.484	26.22	27.26	27.582
20200714 013511	7476.619	26.21	27.24	27.565
20200714 013513	7478.746	26.18	27.23	27.541
20200714 013515	7480.873	26.15	27.21	27.518
20200714 013517	7482.994	26.14	27.18	27.5
20200714 013519	7485.127	26.11	27.18	27.483
20200714 013522	7487.249	26.08	27.15	27.454
20200714 013524	7489.38	26.07	27.13	27.442
20200714 013526	7491.508	26.04	27.12	27.413
20200714 013528	7493.631	26.01	27.1	27.395
20200714 013530	7495.763	25.99	27.07	27.372
20200714 013532	7497.89	25.97	27.07	27.354
20200714 013534	7500.017	25.94	27.04	27.331
20200714 013536	7502.144	25.92	27.02	27.307
20200714 013539	7504.272	25.9	27.01	27.29
20200714 013541	7506.398	25.87	26.99	27.261
20200714 013543	7508.526	25.85	26.97	27.243
20200714 013545	7510.651	25.82	26.96	27.226
20200714 013547	7512.78	25.79	26.94	27.202
20200714 013549	7514.908	25.78	26.91	27.185
20200714 013551	7517.035	25.75	26.91	27.161
20200714 013553	7519.162	25.73	26.88	27.138
20200714 013556	7521.289	25.71	26.86	27.114
20200714 013558	7523.409	25.68	26.85	27.091
20200714 013600	7525.536	25.65	26.83	27.073
20200714 013602	7527.671	25.64	26.8	27.056
20200714 013604	7529.798	25.61	26.8	27.027
20200714 013606	7531.925	25.58	26.77	27.003
20200714 013608	7534.047	25.57	26.74	26.986
20200714 013611	7536.179	25.54	26.74	26.962
20200714 013613	7538.323	25.51	26.72	26.945
20200714 013615	7540.443	25.5	26.69	26.927
20200714 013617	7542.577	25.47	26.69	26.904
20200714 013619	7544.701	25.44	26.66	26.886
20200714 013621	7546.831	25.42	26.63	26.857
20200714 013623	7548.959	25.4	26.63	26.833
20200714 013625	7551.086	25.37	26.61	26.822
20200714 013628	7553.213	25.35	26.58	26.804
20200714 013630	7555.34	25.32	26.57	26.781
20200714 013632	7557.462	25.29	26.55	26.757
20200714 013634	7559.594	25.28	26.52	26.74
20200714 013636	7561.722	25.25	26.52	26.71
20200714 013638	7563.846	25.22	26.5	26.693
20200714 013640	7565.976	25.21	26.47	26.663
20200714 013642	7568.103	25.18	26.47	26.646
20200714 013645	7570.23	25.15	26.44	26.622
20200714 013647	7572.359	25.13	26.42	26.599
20200714 013649	7574.485	25.11	26.41	26.581
20200714 013651	7576.612	25.08	26.39	26.564
20200714 013653	7578.739	25.06	26.36	26.54
20200714 013655	7580.882	25.04	26.36	26.517
20200714 013657	7583.012	25.01	26.33	26.493
20200714 013659	7585.137	24.99	26.31	26.47
20200714 013702	7587.279	24.97	26.3	26.452
20200714 013704	7589.407	24.94	26.28	26.429
20200714 013706	7591.534	24.92	26.25	26.406
20200714 013708	7593.657	24.9	26.25	26.388
20200714 013710	7595.789	24.87	26.22	26.364
20200714 013712	7597.916	24.85	26.19	26.347
20200714 013714	7600.04	24.82	26.19	26.323
20200714 013716	7602.17	24.81	26.16	26.3
20200714 013719	7604.313	24.78	26.14	26.282
20200714 013721	7606.441	24.75	26.13	26.259
20200714 013723	7608.567	24.74	26.11	26.241
20200714 013725	7610.711	24.71	26.08	26.218
20200714 013727	7612.838	24.68	26.08	26.194
20200714 013729	7614.965	24.67	26.05	26.171
20200714 013731	7617.108	24.64	26.03	26.153
20200714 013734	7619.23	24.61	26.02	26.124
20200714 013736	7621.363	24.6	26.0	26.106
20200714 013738	7623.49	24.57	25.97	26.083
20200714 013740	7625.617	24.54	25.97	26.065
20200714 013742	7627.745	24.53	25.94	26.047
20200714 013744	7629.872	24.5	25.92	26.024
20200714 013746	7631.999	24.47	25.91	26.001
20200714 013748	7634.126	24.46	25.88	25.989
20200714 013751	7636.248	24.43	25.86	25.959
20200714 013753	7638.38	24.4	25.85	25.942
20200714 013755	7640.508	24.39	25.83	25.924
20200714 013757	7642.635	24.36	25.81	25.895
20200714 013759	7644.762	24.33	25.8	25.877
20200714 013801	7646.886	24.32	25.78	25.853
20200714 013803	7649.016	24.29	25.75	25.842
20200714 013805	7651.144	24.26	25.75	25.812
20200714 013808	7653.271	24.25	25.72	25.783
20200714 013810	7655.393	24.22	25.69	25.771
20200714 013812	7657.525	24.19	25.68	25.748
20200714 013814	7659.668	24.18	25.66	25.73
20200714 013816	7661.795	24.15	25.63	25.707
20200714 013818	7663.923	24.13	25.63	25.683
20200714 013820	7666.043	24.11	25.61	25.665
20200714 013822	7668.177	24.08	25.6	25.636
20200714 013825	7670.304	24.06	25.58	25.624
20200714 013827	7672.431	24.04	25.56	25.601
20200714 013829	7674.559	24.02	25.55	25.583
20200714 013831	7676.686	23.99	25.53	25.559
20200714 013833	7678.813	23.97	25.5	25.542
20200714 013835	7680.936	23.95	25.5	25.518
20200714 013837	7683.067	23.92	25.47	25.489
20200714 013840	7685.189	23.9	25.45	25.471
20200714 013842	7687.322	23.88	25.44	25.447
20200714 013844	7689.449	23.85	25.42	25.43
20200714 013846	7691.576	23.84	25.39	25.412
20200714 013848	7693.701	23.81	25.39	25.389
20200714 013850	7695.831	23.78	25.36	25.365
20200714 013852	7697.958	23.77	25.34	25.347
20200714 013854	7700.085	23.74	25.33	25.33
20200714 013857	7702.228	23.71	25.31	25.312
20200714 013859	7704.355	23.7	25.29	25.289
20200714 013901	7706.482	23.67	25.28	25.259
20200714 013903	7708.61	23.64	25.26	25.247
20200714 013905	7710.737	23.63	25.24	25.212
20200714 013907	7712.864	23.6	25.23	25.2
20200714 013909	7714.991	23.57	25.2	25.176
20200714 013911	7717.119	23.56	25.17	25.153
20200714 013914	7719.246	23.53	25.17	25.129
20200714 013916	7721.373	23.5	25.14	25.112
20200714 013918	7723.5	23.49	25.11	25.094
20200714 013920	7725.627	23.46	25.11	25.07
20200714 013922	7727.755	23.43	25.08	25.053
20200714 013924	7729.882	23.42	25.06	25.029
20200714 013926	7732.009	23.39	25.05	25.011
20200714 013928	7734.136	23.36	25.03	24.988
20200714 013931	7736.263	23.35	25.01	24.964
20200714 013933	7738.385	23.32	25.0	24.946
20200714 013935	7740.514	23.29	24.98	24.923
20200714 013937	7742.64	23.27	24.96	24.905
20200714 013939	7744.781	23.25	24.95	24.882
20200714 013941	7746.915	23.22	24.93	24.864
20200714 013943	7749.042	23.2	24.9	24.84
20200714 013946	7751.186	23.17	24.9	24.816
20200714 013948	7753.313	23.15	24.88	24.793
20200714 013950	7755.44	23.13	24.85	24.775
20200714 013952	7757.561	23.1	24.85	24.751
20200714 013954	7759.694	23.07	24.82	24.74
20200714 013956	7761.819	23.06	24.79	24.71
20200714 013958	7763.949	23.03	24.79	24.686
20200714 014000	7766.076	23.0	24.76	24.663
20200714 014003	7768.203	22.99	24.73	24.645
20200714 014005	7770.33	22.96	24.72	24.621
20200714 014007	7772.457	22.94	24.7	24.604
20200714 014009	7774.585	22.92	24.67	24.58
20200714 014011	7776.712	22.9	24.67	24.58
20200714 014013	7778.839	22.87	24.65	24.539
20200714 014015	7780.966	22.85	24.62	24.521
20200714 014017	7783.089	22.83	24.62	24.503
20200714 014020	7785.221	22.8	24.6	24.479
20200714 014022	7787.344	22.79	24.57	24.456
20200714 014024	7789.473	22.76	24.57	24.444
20200714 014026	7791.602	22.74	24.54	24.426
20200714 014028	7793.739	22.72	24.51	24.396
20200714 014030	7795.873	22.69	24.5	24.379
20200714 014032	7798.0	22.67	24.48	24.355
20200714 014034	7800.143	22.64	24.45	24.337
20200714 014037	7802.27	22.62	24.45	24.319
20200714 014039	7804.398	22.6	24.42	24.296
20200714 014041	7806.517	22.58	24.4	24.272
20200714 014043	7808.652	22.55	24.39	24.248
20200714 014045	7810.779	22.54	24.36	24.231
20200714 014047	7812.906	22.51	24.34	24.213
20200714 014049	7815.033	22.48	24.33	24.189
20200714 014051	7817.161	22.47	24.31	24.166
20200714 014054	7819.282	22.44	24.28	24.142
20200714 014056	7821.416	22.42	24.27	24.124
20200714 014058	7823.538	22.4	24.25	24.106
20200714 014100	7825.664	22.37	24.23	24.082
20200714 014102	7827.797	22.35	24.22	24.053
20200714 014104	7829.924	22.33	24.2	24.041
20200714 014106	7832.051	22.31	24.17	24.017
20200714 014109	7834.178	22.28	24.17	23.993
20200714 014111	7836.306	22.27	24.14	23.982
20200714 014113	7838.433	22.24	24.12	23.952
20200714 014115	7840.556	22.21	24.11	23.928
20200714 014117	7842.687	22.2	24.09	23.916
20200714 014119	7844.814	22.17	24.06	23.892
20200714 014121	7846.939	22.14	24.06	23.869
20200714 014123	7849.068	22.13	24.03	23.857
20200714 014126	7851.195	22.1	24.03	23.827
20200714 014128	7853.322	22.07	24.0	23.809
20200714 014130	7855.443	22.06	23.98	23.792
20200714 014132	7857.577	22.03	23.97	23.768
20200714 014134	7859.704	22.01	23.95	23.75
20200714 014136	7861.831	21.99	23.92	23.72
20200714 014138	7863.953	21.97	23.92	23.702
20200714 014140	7866.086	21.94	23.89	23.684
20200714 014143	7868.213	21.92	23.87	23.661
20200714 014145	7870.335	21.9	23.86	23.637
20200714 014147	7872.465	21.87	23.84	23.619
20200714 014149	7874.595	21.86	23.81	23.601
20200714 014151	7876.722	21.83	23.81	23.577
20200714 014153	7878.865	21.8	23.78	23.56
20200714 014155	7880.988	21.79	23.75	23.536
20200714 014157	7883.12	21.76	23.75	23.512
20200714 014200	7885.257	21.73	23.73	23.494
20200714 014202	7887.39	21.72	23.71	23.464
20200714 014204	7889.517	21.69	23.7	23.452
20200714 014206	7891.66	21.66	23.68	23.435
20200714 014208	7893.786	21.65	23.65	23.423
20200714 014210	7895.915	21.62	23.64	23.393
20200714 014212	7898.042	21.6	23.62	23.369
20200714 014214	7900.166	21.58	23.59	23.345
20200714 014217	7902.296	21.56	23.59	23.327
20200714 014219	7904.423	21.53	23.56	23.303
20200714 014221	7906.551	21.51	23.54	23.286
20200714 014223	7908.672	21.49	23.54	23.262
20200714 014225	7910.805	21.46	23.51	23.244
20200714 014227	7912.932	21.45	23.49	23.22
20200714 014229	7915.057	21.42	23.48	23.208
20200714 014232	7917.187	21.39	23.46	23.184
20200714 014234	7919.314	21.38	23.43	23.16
20200714 014236	7921.434	21.35	23.43	23.142
20200714 014238	7923.568	21.32	23.4	23.125
20200714 014240	7925.695	21.31	23.38	23.095
20200714 014242	7927.822	21.28	23.37	23.077
20200714 014244	7929.95	21.25	23.35	23.059
20200714 014246	7932.07	21.24	23.32	23.035
20200714 014249	7934.204	21.21	23.31	23.017
20200714 014251	7936.331	21.18	23.28	22.993
20200714 014253	7938.458	21.17	23.26	22.975
20200714 014255	7940.583	21.14	23.26	22.951
20200714 014257	7942.713	21.12	23.23	22.933
20200714 014259	7944.84	21.1	23.21	22.91
20200714 014301	7946.967	21.07	23.21	22.886
20200714 014303	7949.094	21.05	23.18	22.874
20200714 014306	7951.215	21.04	23.16	22.85
20200714 014308	7953.349	21.01	23.16	22.826
20200714 014310	7955.476	20.98	23.13	22.808
20200714 014312	7957.603	20.97	23.11	22.79
20200714 014314	7959.73	20.94	23.11	22.772
20200714 014316	7961.857	20.91	23.08	22.754
20200714 014318	7963.984	20.9	23.06	22.718
20200714 014320	7966.112	20.87	23.05	22.706
20200714 014323	7968.239	20.85	23.03	22.688
20200714 014325	7970.382	20.83	23.0	22.658
20200714 014327	7972.509	20.81	23.0	22.646
20200714 014329	7974.636	20.79	22.97	22.628
20200714 014331	7976.78	20.77	22.95	22.599
20200714 014333	7978.907	20.74	22.94	22.58
20200714 014335	7981.032	20.73	22.92	22.556
20200714 014337	7983.176	20.7	22.9	22.538
20200714 014340	7985.304	20.67	22.89	22.52
20200714 014342	7987.431	20.66	22.86	22.508
20200714 014344	7989.559	20.63	22.84	22.473
20200714 014346	7991.683	20.61	22.83	22.449
20200714 014348	7993.813	20.59	22.81	22.437
20200714 014350	7995.941	20.57	22.78	22.413
20200714 014352	7998.068	20.54	22.78	22.389
20200714 014355	8000.194	20.53	22.75	22.377
20200714 014357	8002.322	20.5	22.73	22.353
20200714 014359	8004.449	20.47	22.73	22.329
20200714 014401	8006.579	20.46	22.7	22.311
20200714 014403	8008.703	20.43	22.68	22.299
20200714 014405	8010.83	20.41	22.67	22.281
20200714 014407	8012.958	20.39	22.65	22.257
20200714 014409	8015.085	20.37	22.62	22.233
20200714 014412	8017.212	20.34	22.62	22.209
20200714 014414	8019.334	20.33	22.59	22.184
20200714 014416	8021.466	20.3	22.57	22.166
20200714 014418	8023.594	20.27	22.56	22.148
20200714 014420	8025.737	20.26	22.54	22.124
20200714 014422	8027.864	20.23	22.52	22.106
20200714 014424	8029.987	20.21	22.51	22.076
20200714 014426	8032.119	20.19	22.48	22.07
20200714 014429	8034.246	20.17	22.48	22.04
20200714 014431	8036.373	20.14	22.46	22.016
20200714 014433	8038.5	20.13	22.43	21.998
20200714 014435	8040.625	20.1	22.43	21.98
20200714 014437	8042.755	20.07	22.4	21.962
20200714 014439	8044.882	20.06	22.38	21.938
20200714 014441	8047.009	20.04	22.37	21.914
20200714 014443	8049.128	20.01	22.35	21.896
20200714 014446	8051.257	20.0	22.33	21.878
20200714 014448	8053.391	19.97	22.32	21.86
20200714 014450	8055.518	19.94	22.3	21.836
20200714 014452	8057.645	19.93	22.27	21.811
20200714 014454	8059.772	19.9	22.27	21.793
20200714 014456	8061.896	19.88	22.24	21.775
20200714 014458	8064.026	19.86	22.22	21.757
20200714 014500	8066.147	19.84	22.21	21.727
20200714 014503	8068.279	19.81	22.19	21.715
20200714 014505	8070.408	19.8	22.17	21.697
20200714 014507	8072.535	19.77	22.16	21.667
20200714 014509	8074.663	19.74	22.13	21.648
20200714 014511	8076.79	19.73	22.11	21.618
20200714 014513	8078.917	19.7	22.1	21.612
20200714 014515	8081.044	19.67	22.08	21.582
20200714 014517	8083.171	19.66	22.05	21.564
20200714 014520	8085.299	19.63	22.05	21.546
20200714 014522	8087.425	19.61	22.03	21.528
20200714 014524	8089.552	19.59	22.0	21.51
20200714 014526	8091.68	19.57	22.0	21.486
20200714 014528	8093.804	19.54	21.97	21.461
20200714 014530	8095.935	19.53	21.95	21.443
20200714 014532	8098.061	19.5	21.94	21.419
20200714 014535	8100.189	19.47	21.92	21.395
20200714 014537	8102.316	19.46	21.89	21.383
20200714 014539	8104.458	19.43	21.89	21.364
20200714 014541	8106.586	19.4	21.87	21.346
20200714 014543	8108.706	19.39	21.84	21.316
20200714 014545	8110.84	19.36	21.84	21.304
20200714 014547	8112.968	19.34	21.81	21.28
20200714 014549	8115.095	19.32	21.79	21.262
20200714 014552	8117.222	19.3	21.78	21.231
20200714 014554	8119.35	19.27	21.75	21.219
20200714 014556	8121.477	19.26	21.73	21.189
20200714 014558	8123.604	19.24	21.73	21.177
20200714 014600	8125.726	19.21	21.7	21.165
20200714 014602	8127.859	19.2	21.68	21.147
20200714 014604	8129.986	19.17	21.67	21.134
20200714 014606	8132.11	19.15	21.65	21.104
20200714 014609	8134.24	19.13	21.62	21.08
20200714 014611	8136.367	19.11	21.62	21.062
20200714 014613	8138.494	19.08	21.59	21.044
20200714 014615	8140.622	19.07	21.57	21.013
20200714 014617	8142.748	19.04	21.56	20.995
20200714 014619	8144.876	19.01	21.53	20.983
20200714 014621	8147.003	19.0	21.51	20.958
20200714 014623	8149.131	18.97	21.51	20.934
20200714 014626	8151.258	18.96	21.48	20.916
20200714 014628	8153.385	18.94	21.45	20.892
20200714 014630	8155.512	18.91	21.45	20.873
20200714 014632	8157.639	18.9	21.42	20.855
20200714 014634	8159.765	18.87	21.4	20.831
20200714 014636	8161.894	18.85	21.39	20.813
20200714 014638	8164.02	18.83	21.37	20.788
20200714 014640	8166.148	18.81	21.34	20.77
20200714 014643	8168.275	18.78	21.34	20.758
20200714 014645	8170.401	18.77	21.32	20.734
20200714 014647	8172.524	18.74	21.29	20.709
20200714 014649	8174.656	18.72	21.29	20.691
20200714 014651	8176.784	18.7	21.26	20.673
20200714 014653	8178.911	18.68	21.24	20.655
20200714 014655	8181.032	18.65	21.23	20.63
20200714 014657	8183.166	18.64	21.21	20.606
20200714 014700	8185.293	18.61	21.18	20.594
20200714 014702	8187.42	18.59	21.18	20.569
20200714 014704	8189.547	18.57	21.16	20.551
20200714 014706	8191.673	18.55	21.15	20.533
20200714 014708	8193.801	18.52	21.13	20.502
20200714 014710	8195.923	18.51	21.1	20.49
20200714 014712	8198.055	18.48	21.1	20.466
20200714 014715	8200.183	18.46	21.07	20.447
20200714 014717	8202.308	18.44	21.05	20.429
20200714 014719	8204.437	18.42	21.04	20.405
20200714 014721	8206.564	18.39	21.02	20.386
20200714 014723	8208.707	18.38	21.0	20.362
20200714 014725	8210.835	18.35	20.99	20.35
20200714 014727	8212.962	18.33	20.97	20.325
20200714 014729	8215.105	18.32	20.94	20.301
20200714 014732	8217.234	18.29	20.94	20.289
20200714 014734	8219.358	18.26	20.91	20.264
20200714 014736	8221.503	18.25	20.89	20.24
20200714 014738	8223.63	18.23	20.89	20.227
20200714 014740	8225.757	18.2	20.86	20.197
20200714 014742	8227.878	18.19	20.84	20.178
