t	T_int	T_ext	p	i	d
1891.322	7.0	9.8	1	0	0
1893.368	7.0	9.8	1	0	0
1895.416	7.0	9.8	1	0	0
1897.461	7.0	9.8	1	0	0
1899.509	7.0	9.8	1	0	0
1901.562	7.0	9.8	1	0	0
1903.609	7.0	9.8	1	0	0
1905.657	7.0	9.8	1	0	0
1907.704	7.0	9.8	1	0	0
1909.752	7.0	9.8	1	0	0
1911.799	7.0	9.8	1	0	0
1913.847	7.0	9.8	1	0	0
1915.894	7.0	9.8	1	0	0
1917.942	7.0	9.7	1	0	0
1919.992	7.0	9.7	1	0	0
1922.037	7.0	9.7	1	0	0
1924.084	7.0	9.7	1	0	0
1926.132	7.0	9.7	1	0	0
1928.174	7.0	9.7	1	0	0
1930.225	7.0	9.8	1	0	0
1932.273	7.0	9.8	1	0	0
1934.317	7.0	9.8	1	0	0
1936.364	7.0	9.8	1	0	0
1938.417	7.0	9.8	1	0	0
1940.462	7.0	9.8	1	0	0
1942.512	7.0	9.8	1	0	0
1944.557	7.0	9.8	1	0	0
1946.607	7.0	9.8	1	0	0
1948.658	7.0	9.8	1	0	0
1950.715	7.0	9.8	1	0	0
1952.763	7.0	9.8	1	0	0
1954.813	7.0	9.8	1	0	0
1956.86	7.1	9.8	1	0	0
1958.904	7.1	9.8	1	0	0
1960.956	7.1	9.8	1	0	0
1963.003	7.1	9.8	1	0	0
1965.051	7.1	9.8	1	0	0
1967.098	7.1	9.8	1	0	0
1969.146	7.1	9.8	1	0	0
1971.19	7.1	9.8	1	0	0
1973.239	7.1	9.8	1	0	0
1975.288	7.1	9.8	1	0	0
1977.335	7.1	9.8	1	0	0
1979.382	7.1	9.8	1	0	0
1981.431	7.1	9.8	1	0	0
1983.476	7.1	9.8	1	0	0
1985.521	7.1	9.8	1	0	0
1987.569	7.1	9.8	1	0	0
1989.617	7.1	9.8	1	0	0
1991.668	7.1	9.8	1	0	0
1993.716	7.1	9.8	1	0	0
1995.76	7.1	9.8	1	0	0
1997.808	7.1	9.8	1	0	0
1999.854	7.1	9.8	1	0	0
2001.905	7.1	9.8	1	0	0
2003.954	7.1	9.8	1	0	0
2006.0	7.1	9.8	1	0	0
2008.047	7.1	9.8	1	0	0
2010.096	7.1	9.8	1	0	0
2012.14	7.1	9.8	1	0	0
2014.191	7.1	9.8	1	0	0
2016.239	7.1	9.8	1	0	0
2018.287	7.1	9.8	1	0	0
2020.334	7.1	9.8	1	0	0
2022.382	7.1	9.8	1	0	0
2024.424	7.1	9.8	1	0	0
2026.477	7.1	9.8	1	0	0
2028.54	7.1	9.8	1	0	0
2030.588	7.1	9.8	1	0	0
2032.631	7.1	9.8	1	0	0
2034.683	7.1	9.8	1	0	0
2036.73	7.1	9.8	1	0	0
2038.78	7.1	9.8	1	0	0
2040.825	7.1	9.8	1	0	0
2042.87	7.1	9.8	1	0	0
2044.917	7.0	9.8	1	0	0
2046.965	7.0	9.8	1	0	0
2049.013	7.0	9.8	1	0	0
2051.059	7.0	9.8	1	0	0
2053.108	7.0	9.8	1	0	0
2055.156	7.0	9.8	1	0	0
2057.204	7.0	9.8	1	0	0
2059.251	7.0	9.8	1	0	0
2061.296	7.0	9.8	1	0	0
2063.344	7.0	9.8	1	0	0
2065.395	7.0	9.8	1	0	0
2067.443	7.0	9.9	1	0	0
2069.494	7.0	9.9	1	0	0
2071.538	7.0	9.9	1	0	0
2073.582	7.0	9.9	1	0	0
2075.633	7.0	9.9	1	0	0
2077.679	7.0	9.9	1	0	0
2079.725	7.0	9.9	1	0	0
2081.773	7.0	9.9	1	0	0
2083.82	7.0	9.9	1	0	0
2085.868	7.0	9.9	1	0	0
2087.918	7.0	9.9	1	0	0
2089.967	7.0	9.9	1	0	0
2092.017	7.0	9.9	1	0	0
2094.062	7.0	9.9	1	0	0
2096.11	6.9	9.9	1	0	0
2098.159	6.9	9.9	1	0	0
2100.207	6.9	9.9	1	0	0
2102.254	6.9	9.9	1	0	0
2104.316	6.9	9.9	1	0	0
2106.36	6.9	9.9	1	0	0
2108.408	6.9	9.9	1	0	0
2110.46	6.9	9.9	1	0	0
2112.503	6.9	9.9	1	0	0
2114.555	6.9	9.9	1	0	0
2116.6	6.9	9.9	1	0	0
2118.647	6.9	9.9	1	0	0
2120.698	6.8	9.9	1	0	0
2122.742	6.8	9.9	1	0	0
2124.79	6.8	9.9	1	0	0
2126.838	6.8	9.9	1	0	0
2128.89	6.8	9.9	1	0	0
2130.934	6.8	9.9	1	0	0
2132.979	6.8	9.9	1	0	0
2135.03	6.8	10.0	1	0	0
