clock	watch	T_int	T_ext	T_ref
20200714 091730	6404.836	12.49	15.23	14.254
20200714 091733	6406.956	12.47	15.22	14.241
20200714 091735	6409.087	12.45	15.21	14.215
20200714 091737	6411.217	12.44	15.2	14.202
20200714 091739	6413.344	12.42	15.18	14.181
20200714 091741	6415.47	12.4	15.18	14.168
20200714 091743	6417.594	12.38	15.16	14.155
20200714 091745	6419.725	12.36	15.15	14.142
20200714 091747	6421.852	12.34	15.14	14.122
20200714 091750	6423.979	12.33	15.13	14.096
20200714 091752	6426.107	12.31	15.11	14.082
20200714 091754	6428.234	12.28	15.1	14.069
20200714 091756	6430.36	12.27	15.09	14.049
20200714 091758	6432.483	12.25	15.07	14.036
20200714 091800	6434.615	12.23	15.07	14.023
20200714 091802	6436.736	12.22	15.05	14.003
20200714 091804	6438.862	12.2	15.03	13.99
20200714 091807	6440.99	12.17	15.03	13.97
20200714 091809	6443.124	12.16	15.01	13.957
20200714 091811	6445.253	12.14	15.0	13.937
20200714 091813	6447.378	12.12	14.99	13.917
20200714 091815	6449.505	12.11	14.98	13.904
20200714 091817	6451.628	12.08	14.97	13.891
20200714 091819	6453.759	12.07	14.96	13.871
20200714 091821	6455.885	12.06	14.94	13.851
20200714 091824	6458.008	12.05	14.94	13.838
20200714 091826	6460.141	12.05	14.92	13.818
20200714 091828	6462.268	12.06	14.9	13.811
20200714 091830	6464.392	12.08	14.9	13.791
20200714 091832	6466.523	12.11	14.88	13.778
20200714 091834	6468.649	12.13	14.87	13.758
20200714 091836	6470.774	12.18	14.86	13.744
20200714 091839	6472.902	12.25	14.85	13.724
20200714 091841	6475.029	12.28	14.83	13.711
20200714 091843	6477.158	12.35	14.83	13.704
20200714 091845	6479.298	12.42	14.81	13.691
20200714 091847	6481.429	12.45	14.79	13.678
20200714 091849	6483.556	12.53	14.79	13.671
20200714 091851	6485.699	12.6	14.77	13.651
20200714 091853	6487.826	12.63	14.76	13.638
20200714 091856	6489.948	12.7	14.75	13.631
20200714 091858	6492.081	12.77	14.74	13.618
20200714 091900	6494.208	12.81	14.72	13.611
20200714 091902	6496.336	12.88	14.72	13.605
20200714 091904	6498.463	12.95	14.7	13.611
20200714 091906	6500.59	12.98	14.69	13.598
20200714 091908	6502.717	13.05	14.68	13.591
20200714 091910	6504.841	13.12	14.67	13.598
20200714 091913	6506.964	13.16	14.66	13.585
20200714 091915	6509.099	13.23	14.65	13.591
20200714 091917	6511.228	13.3	14.64	13.585
20200714 091919	6513.346	13.33	14.63	13.585
20200714 091921	6515.48	13.4	14.62	13.591
20200714 091923	6517.605	13.47	14.61	13.585
20200714 091925	6519.734	13.51	14.6	13.585
20200714 091927	6521.861	13.58	14.6	13.591
20200714 091930	6523.99	13.65	14.59	13.591
20200714 091932	6526.116	13.68	14.58	13.598
20200714 091934	6528.259	13.75	14.57	13.611
20200714 091936	6530.386	13.82	14.56	13.618
20200714 091938	6532.511	13.85	14.56	13.618
20200714 091940	6534.64	13.92	14.56	13.631
20200714 091942	6536.768	13.99	14.54	13.638
20200714 091945	6538.911	14.03	14.54	13.651
20200714 091947	6541.038	14.1	14.54	13.651
20200714 091949	6543.158	14.16	14.53	13.664
20200714 091951	6545.29	14.2	14.52	13.671
20200714 091953	6547.416	14.27	14.52	13.684
20200714 091955	6549.547	14.34	14.52	13.698
20200714 091957	6551.674	14.37	14.51	13.718
20200714 091959	6553.801	14.44	14.51	13.718
20200714 092002	6555.925	14.51	14.51	13.731
20200714 092004	6558.055	14.54	14.5	13.751
20200714 092006	6560.199	14.61	14.5	13.758
20200714 092008	6562.326	14.68	14.5	13.778
20200714 092010	6564.453	14.71	14.5	13.798
20200714 092012	6566.589	14.78	14.5	13.811
20200714 092014	6568.723	14.85	14.49	13.824
20200714 092016	6570.851	14.88	14.5	13.844
20200714 092019	6572.988	14.95	14.5	13.864
20200714 092021	6575.121	15.02	14.5	13.871
20200714 092023	6577.251	15.05	14.5	13.891
20200714 092025	6579.389	15.12	14.5	13.91
20200714 092027	6581.519	15.19	14.5	13.93
20200714 092029	6583.639	15.22	14.5	13.95
20200714 092031	6585.789	15.29	14.5	13.97
20200714 092034	6587.916	15.36	14.51	13.983
20200714 092036	6590.043	15.39	14.51	14.016
20200714 092038	6592.186	15.46	14.51	14.023
20200714 092040	6594.31	15.52	14.52	14.049
20200714 092042	6596.441	15.56	14.52	14.069
20200714 092044	6598.564	15.63	14.52	14.082
20200714 092046	6600.689	15.69	14.53	14.102
20200714 092048	6602.823	15.73	14.54	14.135
20200714 092051	6604.95	15.79	14.54	14.155
20200714 092053	6607.071	15.86	14.55	14.175
20200714 092055	6609.197	15.89	14.56	14.202
20200714 092057	6611.331	15.96	14.56	14.221
20200714 092059	6613.459	16.0	14.57	14.254
20200714 092101	6615.585	16.07	14.58	14.274
20200714 092103	6617.713	16.13	14.58	14.3
20200714 092105	6619.838	16.17	14.59	14.307
20200714 092108	6621.961	16.24	14.61	14.346
20200714 092110	6624.094	16.3	14.61	14.366
20200714 092112	6626.221	16.34	14.62	14.386
20200714 092114	6628.365	16.4	14.63	14.412
20200714 092116	6630.488	16.47	14.64	14.445
20200714 092118	6632.619	16.5	14.65	14.471
20200714 092120	6634.743	16.57	14.66	14.484
20200714 092122	6636.871	16.63	14.67	14.517
20200714 092125	6639.0	16.67	14.68	14.55
20200714 092127	6641.128	16.73	14.7	14.576
20200714 092129	6643.255	16.8	14.7	14.596
20200714 092131	6645.382	16.83	14.72	14.629
20200714 092133	6647.511	16.9	14.73	14.655
20200714 092135	6649.637	16.97	14.74	14.681
20200714 092137	6651.78	17.0	14.75	14.714
20200714 092140	6653.906	17.07	14.77	14.727
20200714 092142	6656.031	17.13	14.78	14.76
20200714 092144	6658.177	17.17	14.8	14.786
20200714 092146	6660.304	17.23	14.82	14.825
20200714 092148	6662.431	17.3	14.82	14.851
20200714 092150	6664.575	17.33	14.84	14.884
20200714 092152	6666.695	17.39	14.86	14.91
20200714 092154	6668.829	17.46	14.87	14.942
20200714 092157	6670.956	17.49	14.89	14.975
20200714 092159	6673.08	17.56	14.9	15.001
20200714 092201	6675.21	17.62	14.92	15.034
20200714 092203	6677.332	17.65	14.94	15.067
20200714 092205	6679.465	17.72	14.95	15.106
20200714 092207	6681.585	17.78	14.97	15.145
20200714 092209	6683.719	17.81	14.99	15.184
20200714 092211	6685.849	17.85	15.0	15.203
20200714 092214	6687.967	17.89	15.02	15.222
20200714 092216	6690.094	17.9	15.04	15.261
20200714 092218	6692.228	17.91	15.05	15.294
20200714 092220	6694.355	17.9	15.07	15.333
20200714 092222	6696.482	17.89	15.1	15.359
20200714 092224	6698.609	17.87	15.1	15.391
20200714 092226	6700.736	17.85	15.13	15.43
20200714 092228	6702.863	17.83	15.16	15.463
20200714 092231	6704.991	17.8	15.16	15.489
20200714 092233	6707.134	17.78	15.19	15.534
20200714 092235	6709.261	17.76	15.22	15.553
20200714 092237	6711.386	17.73	15.23	15.592
20200714 092239	6713.514	17.71	15.25	15.631
20200714 092241	6715.643	17.69	15.28	15.65
20200714 092243	6717.77	17.66	15.29	15.682
20200714 092246	6719.897	17.64	15.31	15.721
20200714 092248	6722.025	17.62	15.34	15.747
20200714 092250	6724.152	17.6	15.35	15.772
20200714 092252	6726.279	17.57	15.37	15.798
20200714 092254	6728.4	17.56	15.4	15.83
20200714 092256	6730.527	17.53	15.41	15.857
20200714 092258	6732.66	17.51	15.43	15.882
20200714 092300	6734.782	17.49	15.46	15.914
20200714 092303	6736.914	17.46	15.47	15.94
20200714 092305	6739.038	17.44	15.49	15.966
20200714 092307	6741.169	17.42	15.52	15.991
20200714 092309	6743.296	17.4	15.53	16.017
20200714 092311	6745.424	17.37	15.55	16.036
20200714 092313	6747.551	17.36	15.58	16.055
20200714 092315	6749.694	17.33	15.59	16.088
20200714 092317	6751.821	17.3	15.61	16.113
20200714 092320	6753.951	17.29	15.64	16.132
20200714 092322	6756.092	17.26	15.65	16.152
20200714 092324	6758.219	17.24	15.67	16.171
20200714 092326	6760.346	17.22	15.7	16.197
20200714 092328	6762.473	17.2	15.7	16.216
20200714 092330	6764.601	17.17	15.73	16.229
20200714 092332	6766.728	17.16	15.75	16.261
20200714 092334	6768.85	17.13	15.76	16.274
20200714 092337	6770.976	17.1	15.78	16.299
20200714 092339	6773.112	17.09	15.8	16.312
20200714 092341	6775.236	17.06	15.8	16.325
20200714 092343	6777.364	17.04	15.83	16.344
20200714 092345	6779.484	17.02	15.85	16.37
20200714 092347	6781.618	17.0	15.86	16.382
20200714 092349	6783.748	16.97	15.88	16.395
20200714 092351	6785.872	16.96	15.9	16.408
20200714 092354	6787.997	16.93	15.9	16.414
20200714 092356	6790.127	16.9	15.93	16.433
20200714 092358	6792.254	16.89	15.95	16.44
20200714 092400	6794.381	16.86	15.95	16.452
20200714 092402	6796.509	16.85	15.97	16.459
20200714 092404	6798.651	16.83	15.99	16.472
20200714 092406	6800.792	16.8	15.99	16.478
20200714 092409	6802.916	16.77	16.01	16.491
20200714 092411	6805.049	16.76	16.03	16.503
20200714 092413	6807.172	16.73	16.03	16.516
20200714 092415	6809.303	16.72	16.05	16.529
20200714 092417	6811.43	16.7	16.07	16.529
20200714 092419	6813.558	16.67	16.07	16.542
20200714 092421	6815.685	16.66	16.09	16.548
20200714 092423	6817.806	16.63	16.11	16.554
20200714 092426	6819.933	16.61	16.11	16.561
20200714 092428	6822.064	16.6	16.13	16.567
20200714 092430	6824.196	16.57	16.14	16.567
20200714 092432	6826.321	16.54	16.14	16.586
20200714 092434	6828.448	16.53	16.16	16.58
20200714 092436	6830.576	16.5	16.17	16.586
20200714 092438	6832.703	16.48	16.18	16.593
20200714 092440	6834.83	16.46	16.19	16.593
20200714 092443	6836.954	16.44	16.2	16.593
20200714 092445	6839.082	16.41	16.21	16.593
20200714 092447	6841.209	16.4	16.22	16.599
20200714 092449	6843.336	16.38	16.23	16.605
20200714 092451	6845.466	16.35	16.23	16.605
20200714 092453	6847.609	16.34	16.24	16.605
20200714 092455	6849.73	16.31	16.26	16.605
20200714 092457	6851.857	16.29	16.26	16.612
20200714 092500	6853.991	16.27	16.27	16.612
20200714 092502	6856.115	16.25	16.27	16.612
20200714 092504	6858.245	16.23	16.28	16.612
20200714 092506	6860.373	16.21	16.29	16.612
20200714 092508	6862.5	16.19	16.29	16.612
20200714 092510	6864.627	16.16	16.3	16.612
20200714 092512	6866.754	16.15	16.31	16.605
20200714 092514	6868.88	16.12	16.31	16.599
20200714 092517	6871.003	16.1	16.32	16.599
20200714 092519	6873.134	16.09	16.33	16.599
20200714 092521	6875.263	16.06	16.33	16.599
20200714 092523	6877.39	16.03	16.33	16.593
20200714 092525	6879.517	16.02	16.34	16.593
20200714 092527	6881.644	16.0	16.34	16.586
20200714 092529	6883.787	15.97	16.35	16.58
20200714 092532	6885.914	15.96	16.36	16.58
20200714 092534	6888.037	15.93	16.36	16.58
20200714 092536	6890.165	15.91	16.36	16.574
20200714 092538	6892.296	15.89	16.36	16.574
20200714 092540	6894.423	15.87	16.37	16.561
20200714 092542	6896.551	15.84	16.37	16.561
20200714 092544	6898.678	15.83	16.37	16.548
20200714 092546	6900.799	15.81	16.37	16.542
20200714 092549	6902.932	15.78	16.38	16.542
20200714 092551	6905.053	15.77	16.38	16.535
20200714 092553	6907.186	15.75	16.38	16.529
20200714 092555	6909.314	15.72	16.38	16.523
20200714 092557	6911.441	15.71	16.38	16.51
20200714 092559	6913.568	15.68	16.39	16.51
20200714 092601	6915.695	15.66	16.39	16.503
20200714 092603	6917.817	15.65	16.39	16.497
20200714 092606	6919.945	15.62	16.39	16.484
20200714 092608	6922.073	15.59	16.39	16.478
20200714 092610	6924.204	15.58	16.39	16.472
20200714 092612	6926.329	15.56	16.39	16.465
20200714 092614	6928.451	15.53	16.39	16.452
20200714 092616	6930.586	15.52	16.39	16.44
20200714 092618	6932.729	15.5	16.39	16.44
20200714 092620	6934.85	15.47	16.39	16.427
20200714 092623	6936.981	15.46	16.39	16.427
20200714 092625	6939.111	15.43	16.39	16.414
20200714 092627	6941.247	15.41	16.39	16.401
20200714 092629	6943.374	15.4	16.38	16.389
20200714 092631	6945.508	15.37	16.39	16.376
20200714 092633	6947.628	15.35	16.38	16.37
20200714 092635	6949.762	15.34	16.38	16.363
20200714 092637	6951.882	15.31	16.38	16.35
20200714 092640	6954.014	15.29	16.38	16.344
20200714 092642	6956.144	15.27	16.38	16.338
20200714 092644	6958.268	15.25	16.38	16.325
20200714 092646	6960.398	15.23	16.37	16.306
20200714 092648	6962.518	15.21	16.37	16.293
20200714 092650	6964.65	15.19	16.37	16.293
20200714 092652	6966.774	15.16	16.36	16.28
20200714 092655	6968.907	15.15	16.36	16.274
20200714 092657	6971.029	15.13	16.36	16.261
20200714 092659	6973.16	15.1	16.35	16.235
20200714 092701	6975.285	15.09	16.35	16.235
20200714 092703	6977.415	15.07	16.35	16.209
20200714 092705	6979.542	15.06	16.35	16.203
20200714 092707	6981.684	15.03	16.35	16.197
20200714 092709	6983.813	15.01	16.35	16.184
20200714 092712	6985.942	15.0	16.35	16.164
20200714 092714	6988.083	14.97	16.34	16.158
20200714 092716	6990.204	14.95	16.34	16.139
20200714 092718	6992.331	14.93	16.33	16.132
20200714 092720	6994.457	14.91	16.33	16.113
20200714 092722	6996.591	14.89	16.33	16.107
20200714 092724	6998.718	14.87	16.32	16.094
20200714 092726	7000.858	14.85	16.31	16.081
20200714 092729	7002.989	14.83	16.3	16.068
20200714 092731	7005.114	14.81	16.3	16.055
20200714 092733	7007.242	14.79	16.29	16.036
20200714 092735	7009.37	14.76	16.28	16.023
20200714 092737	7011.493	14.75	16.28	16.011
20200714 092739	7013.619	14.73	16.27	16.004
20200714 092741	7015.751	14.7	16.26	15.985
20200714 092743	7017.875	14.69	16.26	15.972
20200714 092746	7020.019	14.67	16.25	15.959
20200714 092748	7022.147	14.65	16.25	15.953
20200714 092750	7024.275	14.63	16.24	15.934
20200714 092752	7026.417	14.61	16.23	15.914
20200714 092754	7028.543	14.59	16.23	15.902
20200714 092756	7030.666	14.57	16.22	15.889
20200714 092758	7032.808	14.55	16.21	15.876
20200714 092801	7034.941	14.53	16.21	15.857
20200714 092803	7037.064	14.51	16.2	15.843
20200714 092805	7039.195	14.49	16.19	15.83
20200714 092807	7041.32	14.46	16.19	15.818
20200714 092809	7043.448	14.45	16.18	15.798
20200714 092811	7045.575	14.43	16.17	15.785
20200714 092813	7047.702	14.4	16.16	15.772
20200714 092815	7049.845	14.39	16.16	15.753
20200714 092818	7051.968	14.37	16.15	15.74
20200714 092820	7054.099	14.35	16.14	15.727
20200714 092822	7056.226	14.33	16.13	15.714
20200714 092824	7058.354	14.31	16.13	15.701
20200714 092826	7060.476	14.29	16.12	15.682
20200714 092828	7062.608	14.27	16.11	15.663
20200714 092830	7064.735	14.25	16.11	15.656
20200714 092832	7066.862	14.23	16.1	15.643
20200714 092835	7068.985	14.22	16.08	15.624
20200714 092837	7071.111	14.19	16.08	15.611
20200714 092839	7073.243	14.17	16.07	15.592
20200714 092841	7075.37	14.16	16.06	15.585
20200714 092843	7077.497	14.13	16.06	15.566
20200714 092845	7079.624	14.11	16.05	15.553
20200714 092847	7081.751	14.1	16.03	15.54
20200714 092849	7083.878	14.07	16.03	15.521
20200714 092852	7086.001	14.05	16.02	15.508
20200714 092854	7088.132	14.04	16.01	15.495
20200714 092856	7090.259	14.01	16.0	15.476
20200714 092858	7092.399	13.99	15.99	15.456
20200714 092900	7094.529	13.98	15.98	15.444
20200714 092902	7096.656	13.95	15.98	15.424
20200714 092904	7098.784	13.93	15.97	15.404
20200714 092907	7100.91	13.92	15.95	15.398
20200714 092909	7103.037	13.9	15.95	15.378
20200714 092911	7105.165	13.87	15.94	15.365
20200714 092913	7107.292	13.86	15.93	15.346
20200714 092915	7109.419	13.84	15.93	15.333
20200714 092917	7111.546	13.81	15.91	15.313
20200714 092919	7113.673	13.8	15.9	15.3
20200714 092921	7115.8	13.78	15.9	15.287
20200714 092924	7117.922	13.76	15.88	15.268
20200714 092926	7120.055	13.75	15.87	15.255
20200714 092928	7122.182	13.72	15.87	15.235
20200714 092930	7124.307	13.7	15.85	15.209
20200714 092932	7126.436	13.69	15.84	15.203
20200714 092934	7128.563	13.66	15.84	15.203
20200714 092936	7130.691	13.64	15.82	15.197
20200714 092938	7132.818	13.63	15.81	15.184
20200714 092941	7134.941	13.6	15.81	15.158
20200714 092943	7137.072	13.58	15.79	15.138
20200714 092945	7139.195	13.57	15.78	15.125
20200714 092947	7141.327	13.55	15.78	15.106
20200714 092949	7143.454	13.52	15.77	15.086
20200714 092951	7145.581	13.51	15.75	15.073
20200714 092953	7147.704	13.49	15.75	15.06
20200714 092955	7149.835	13.46	15.74	15.047
20200714 092958	7151.957	13.45	15.72	15.021
20200714 093000	7154.089	13.43	15.72	15.008
20200714 093002	7156.217	13.41	15.71	14.988
20200714 093004	7158.344	13.4	15.69	14.975
20200714 093006	7160.471	13.37	15.69	14.962
20200714 093008	7162.598	13.35	15.68	14.942
20200714 093010	7164.72	13.34	15.66	14.923
20200714 093012	7166.85	13.31	15.66	14.91
20200714 093015	7168.979	13.3	15.64	14.897
20200714 093017	7171.118	13.28	15.63	14.884
20200714 093019	7173.249	13.25	15.63	14.864
20200714 093021	7175.373	13.24	15.61	14.845
20200714 093023	7177.504	13.22	15.6	14.832
20200714 093025	7179.632	13.2	15.59	14.812
20200714 093027	7181.759	13.18	15.58	14.799
20200714 093029	7183.886	13.16	15.56	14.786
20200714 093032	7186.009	13.14	15.56	14.766
20200714 093034	7188.14	13.13	15.55	14.747
20200714 093036	7190.268	13.11	15.53	14.734
20200714 093038	7192.395	13.08	15.53	14.721
20200714 093040	7194.522	13.07	15.52	14.701
20200714 093042	7196.649	13.05	15.5	14.688
20200714 093044	7198.776	13.03	15.5	14.668
20200714 093047	7200.898	13.01	15.48	14.655
20200714 093049	7203.026	12.99	15.47	14.642
20200714 093051	7205.158	12.97	15.46	14.623
20200714 093053	7207.285	12.96	15.45	14.602
20200714 093055	7209.412	12.93	15.43	14.589
20200714 093057	7211.539	12.91	15.43	14.576
20200714 093059	7213.664	12.9	15.41	14.563
20200714 093101	7215.793	12.88	15.4	14.537
20200714 093107	7220.991	12.83	15.38	14.511
20200714 093109	7223.115	12.81	15.38	14.491
20200714 093111	7225.244	12.81	15.36	14.465
20200714 093113	7227.373	12.82	15.35	14.445
20200714 093115	7229.498	12.85	15.34	14.438
20200714 093117	7231.627	12.87	15.33	14.425
20200714 093119	7233.77	12.93	15.31	14.412
20200714 093122	7235.897	13.0	15.3	14.392
20200714 093124	7238.024	13.03	15.29	14.379
20200714 093126	7240.152	13.11	15.27	14.359
20200714 093128	7242.279	13.18	15.27	14.346
20200714 093130	7244.406	13.21	15.25	14.34
20200714 093132	7246.533	13.29	15.23	14.327
20200714 093134	7248.661	13.36	15.23	14.313
20200714 093136	7250.788	13.39	15.21	14.307
20200714 093139	7252.91	13.46	15.2	14.3
20200714 093141	7255.038	13.53	15.19	14.281
20200714 093143	7257.17	13.57	15.18	14.281
20200714 093145	7259.296	13.64	15.17	14.274
20200714 093147	7261.424	13.71	15.16	14.261
20200714 093149	7263.551	13.74	15.15	14.261
20200714 093151	7265.678	13.81	15.14	14.254
20200714 093153	7267.805	13.88	15.13	14.248
20200714 093156	7269.932	13.92	15.12	14.241
20200714 093158	7272.055	13.99	15.11	14.241
20200714 093200	7274.184	14.05	15.1	14.248
20200714 093202	7276.33	14.09	15.09	14.241
20200714 093204	7278.457	14.16	15.08	14.241
20200714 093206	7280.584	14.23	15.07	14.241
20200714 093208	7282.712	14.26	15.06	14.248
20200714 093210	7284.837	14.33	15.06	14.248
20200714 093213	7286.965	14.4	15.06	14.254
20200714 093215	7289.09	14.43	15.05	14.261
20200714 093217	7291.22	14.5	15.05	14.261
20200714 093219	7293.343	14.57	15.04	14.267
20200714 093221	7295.475	14.6	15.03	14.261
20200714 093223	7297.601	14.67	15.03	14.274
20200714 093225	7299.729	14.74	15.02	14.281
20200714 093227	7301.856	14.78	15.01	14.287
20200714 093230	7303.979	14.84	15.01	14.294
20200714 093232	7306.106	14.91	15.0	14.3
20200714 093234	7308.237	14.95	14.99	14.307
20200714 093236	7310.365	15.02	14.99	14.307
20200714 093238	7312.492	15.08	14.99	14.327
20200714 093240	7314.619	15.12	14.98	14.333
20200714 093242	7316.747	15.18	14.98	14.333
20200714 093244	7318.885	15.25	14.98	14.353
20200714 093247	7321.013	15.28	14.97	14.366
20200714 093249	7323.141	15.35	14.97	14.373
20200714 093251	7325.285	15.42	14.97	14.386
20200714 093253	7327.414	15.45	14.97	14.392
20200714 093255	7329.542	15.52	14.97	14.399
20200714 093257	7331.669	15.59	14.97	14.419
20200714 093259	7333.795	15.62	14.97	14.432
20200714 093302	7335.923	15.69	14.98	14.445
20200714 093304	7338.046	15.76	14.98	14.458
20200714 093306	7340.18	15.79	14.98	14.465
20200714 093308	7342.305	15.86	14.98	14.484
20200714 093310	7344.434	15.93	14.98	14.491
20200714 093312	7346.561	15.96	14.99	14.511
20200714 093314	7348.689	16.03	14.99	14.53
20200714 093316	7350.816	16.1	14.99	14.543
20200714 093319	7352.938	16.13	14.99	14.563
20200714 093321	7355.07	16.2	14.99	14.576
20200714 093323	7357.198	16.27	15.0	14.589
20200714 093325	7359.323	16.3	15.01	14.602
20200714 093327	7361.452	16.37	15.01	14.623
20200714 093329	7363.579	16.43	15.01	14.636
20200714 093331	7365.7	16.47	15.02	14.655
