t	T_int	T_ext	p	i	d
540.758	7.33	10.61	0.1	0	0
542.809	7.32	10.61	0.1	0	0
544.856	7.3	10.6	0.1	0	0
546.904	7.3	10.6	0.1	0	0
548.948	7.28	10.61	0.1	0	0
550.996	7.26	10.6	0.1	0	0
553.046	7.25	10.59	0.1	0	0
555.093	7.23	10.59	0.1	0	0
557.137	7.22	10.59	0.1	0	0
559.184	7.2	10.59	0.1	0	0
561.233	7.18	10.59	0.1	0	0
563.279	7.17	10.58	0.1	0	0
565.331	7.16	10.58	0.1	0	0
567.375	7.15	10.57	0.1	0	0
569.426	7.13	10.57	0.1	0	0
571.47	7.11	10.56	0.1	0	0
573.518	7.1	10.56	0.1	0	0
575.565	7.09	10.56	0.1	0	0
577.615	7.08	10.56	0.1	0	0
579.66	7.06	10.56	0.1	0	0
581.711	7.04	10.55	0.1	0	0
583.756	7.03	10.54	0.1	0	0
585.804	7.01	10.54	0.1	0	0
587.854	7.0	10.53	0.1	0	0
589.898	6.98	10.54	0.1	0	0
591.946	6.97	10.53	0.1	0	0
593.991	6.96	10.51	0.1	0	0
596.06	6.94	10.5	0.1	0	0
598.103	6.93	10.48	0.1	0	0
600.155	6.91	10.48	0.1	0	0
602.203	6.9	10.47	0.1	0	0
604.245	6.89	10.46	0.1	0	0
606.294	6.87	10.46	0.1	0	0
608.344	6.86	10.45	0.1	0	0
610.388	6.84	10.44	0.1	0	0
612.435	6.82	10.44	0.1	0	0
614.485	6.81	10.43	0.1	0	0
616.536	6.79	10.43	0.1	0	0
618.581	6.78	10.43	0.1	0	0
620.629	6.76	10.44	0.1	0	0
622.673	6.75	10.43	0.1	0	0
624.721	6.74	10.43	0.1	0	0
626.768	6.72	10.43	0.1	0	0
628.817	6.71	10.43	0.1	0	0
630.867	6.69	10.43	0.1	0	0
632.915	6.68	10.42	0.1	0	0
634.958	6.67	10.41	0.1	0	0
637.006	6.65	10.4	0.1	0	0
639.055	6.64	10.39	0.1	0	0
641.102	6.62	10.38	0.1	0	0
643.152	6.6	10.37	0.1	0	0
645.201	6.59	10.37	0.1	0	0
647.243	6.58	10.37	0.1	0	0
649.296	6.57	10.37	0.1	0	0
651.343	6.55	10.36	0.1	0	0
653.391	6.54	10.35	0.1	0	0
655.438	6.53	10.35	0.1	0	0
657.482	6.51	10.35	0.1	0	0
659.528	6.5	10.34	0.1	0	0
661.576	6.49	10.35	0.1	0	0
663.625	6.47	10.34	0.1	0	0
665.671	6.46	10.32	0.1	0	0
667.719	6.45	10.31	0.1	0	0
669.771	6.44	10.3	0.1	0	0
671.814	6.42	10.29	0.1	0	0
673.865	6.41	10.28	0.1	0	0
675.914	6.4	10.28	0.1	0	0
677.977	6.38	10.29	0.1	0	0
680.02	6.37	10.3	0.1	0	0
682.07	6.36	10.3	0.1	0	0
684.115	6.34	10.29	0.1	0	0
686.167	6.33	10.27	0.1	0	0
688.212	6.31	10.26	0.1	0	0
690.261	6.31	10.25	0.1	0	0
692.305	6.29	10.25	0.1	0	0
694.353	6.27	10.24	0.1	0	0
696.4	6.26	10.23	0.1	0	0
698.448	6.25	10.22	0.1	0	0
700.497	6.24	10.22	0.1	0	0
702.546	6.22	10.23	0.1	0	0
704.593	6.2	10.25	0.1	0	0
706.638	6.19	10.26	0.1	0	0
708.689	6.18	10.27	0.1	0	0
710.733	6.17	10.26	0.1	0	0
712.781	6.15	10.25	0.1	0	0
714.828	6.14	10.23	0.1	0	0
716.875	6.13	10.21	0.1	0	0
718.925	6.11	10.2	0.1	0	0
720.972	6.1	10.2	0.1	0	0
723.02	6.09	10.21	0.1	0	0
725.069	6.07	10.2	0.1	0	0
727.113	6.06	10.19	0.1	0	0
729.162	6.04	10.19	0.1	0	0
731.208	6.03	10.17	0.1	0	0
733.258	6.02	10.16	0.1	0	0
735.306	6.0	10.15	0.1	0	0
737.352	5.99	10.13	0.1	0	0
739.404	5.97	10.13	0.1	0	0
741.448	5.97	10.13	0.1	0	0
743.493	5.95	10.14	0.1	0	0
745.542	5.93	10.12	0.1	0	0
747.591	5.92	10.11	0.1	0	0
749.636	5.91	10.1	0.1	0	0
751.683	5.9	10.08	0.1	0	0
753.734	5.88	10.09	0.1	0	0
755.782	5.86	10.08	0.1	0	0
757.826	5.85	10.06	0.1	0	0
759.892	5.84	10.06	0.1	0	0
761.94	5.83	10.04	0.1	0	0
763.985	5.81	10.04	0.1	0	0
766.036	5.79	10.03	0.1	0	0
768.081	5.79	10.01	0.1	0	0
770.132	5.77	9.99	0.1	0	0
772.175	5.76	9.98	0.1	0	0
774.222	5.75	9.99	0.1	0	0
776.274	5.73	10.0	0.1	0	0
778.322	5.73	10.0	0.1	0	0
780.365	5.72	9.99	0.1	0	0
782.413	5.71	9.99	0.1	0	0
784.461	5.7	9.99	0.1	0	0
786.512	5.69	9.98	0.1	0	0
788.56	5.68	9.98	0.1	0	0
790.604	5.67	9.99	0.1	0	0
792.655	5.67	9.99	0.1	0	0
794.71	5.66	10.0	0.1	0	0
796.764	5.66	9.98	0.1	0	0
798.813	5.65	9.96	0.1	0	0
800.858	5.65	9.96	0.1	0	0
802.909	5.65	9.94	0.1	0	0
804.956	5.64	9.94	0.1	0	0
806.999	5.65	9.94	0.1	0	0
809.05	5.65	9.92	0.1	0	0
811.096	5.67	9.91	0.1	0	0
813.141	5.68	9.9	0.1	0	0
815.193	5.71	9.9	0.1	0	0
817.241	5.75	9.89	0.1	0	0
819.286	5.78	9.88	0.1	0	0
821.334	5.83	9.87	0.1	0	0
823.38	5.86	9.84	0.1	0	0
825.434	5.93	9.83	0.1	0	0
827.477	6.0	9.83	0.1	0	0
829.524	6.04	9.82	0.1	0	0
831.574	6.11	9.82	0.1	0	0
833.621	6.15	9.83	0.1	0	0
835.664	6.23	9.84	0.1	0	0
837.716	6.3	9.83	0.1	0	0
839.763	6.33	9.84	0.1	0	0
841.811	6.41	9.83	0.1	0	0
843.859	6.45	9.81	0.1	0	0
845.903	6.52	9.81	0.1	0	0
847.951	6.59	9.8	0.1	0	0
849.999	6.63	9.79	0.1	0	0
852.049	6.7	9.78	0.1	0	0
854.097	6.74	9.77	0.1	0	0
856.141	6.81	9.77	0.1	0	0
858.189	6.88	9.76	0.1	0	0
860.236	6.92	9.76	0.1	0	0
862.283	6.99	9.77	0.1	0	0
864.33	7.02	9.77	0.1	0	0
866.378	7.09	9.76	0.1	0	0
868.425	7.16	9.77	0.1	0	0
870.477	7.2	9.77	0.1	0	0
872.525	7.27	9.78	0.1	0	0
874.57	7.31	9.79	0.1	0	0
876.618	7.38	9.8	0.1	0	0
878.667	7.45	9.8	0.1	0	0
880.715	7.48	9.8	0.1	0	0
882.762	7.55	9.79	0.1	0	0
884.809	7.59	9.77	0.1	0	0
886.857	7.66	9.77	0.1	0	0
888.903	7.73	9.77	0.1	0	0
890.948	7.76	9.77	0.1	0	0
892.999	7.84	9.77	0.1	0	0
895.044	7.87	9.8	0.1	0	0
897.09	7.94	9.81	0.1	0	0
899.138	8.01	9.83	0.1	0	0
901.189	8.05	9.84	0.1	0	0
903.237	8.12	9.85	0.1	0	0
905.28	8.15	9.85	0.1	0	0
907.329	8.22	9.85	0.1	0	0
909.377	8.29	9.85	0.1	0	0
911.424	8.32	9.86	0.1	0	0
913.487	8.39	9.86	0.1	0	0
915.538	8.43	9.87	0.1	0	0
917.583	8.5	9.87	0.1	0	0
919.629	8.57	9.88	0.1	0	0
921.679	8.6	9.89	0.1	0	0
923.724	8.67	9.89	0.1	0	0
925.772	8.71	9.91	0.1	0	0
927.823	8.78	9.92	0.1	0	0
929.87	8.85	9.94	0.1	0	0
931.915	8.88	9.95	0.1	0	0
933.962	8.95	9.96	0.1	0	0
936.011	8.98	9.96	0.1	0	0
938.057	9.03	9.95	0.1	0	0
940.105	9.08	9.96	0.1	0	0
942.153	9.09	9.98	0.1	0	0
944.201	9.12	9.98	0.1	0	0
946.248	9.14	10.0	0.1	0	0
948.297	9.16	10.01	0.1	0	0
950.344	9.17	10.04	0.1	0	0
952.39	9.17	10.06	0.1	0	0
954.438	9.17	10.07	0.1	0	0
956.488	9.17	10.08	0.1	0	0
958.537	9.16	10.08	0.1	0	0
960.585	9.15	10.09	0.1	0	0
962.627	9.14	10.11	0.1	0	0
964.68	9.12	10.11	0.1	0	0
966.723	9.11	10.14	0.1	0	0
968.771	9.09	10.15	0.1	0	0
970.819	9.07	10.16	0.1	0	0
972.865	9.06	10.18	0.1	0	0
974.919	9.03	10.17	0.1	0	0
976.96	9.02	10.18	0.1	0	0
979.011	9.0	10.18	0.1	0	0
981.06	8.98	10.2	0.1	0	0
983.106	8.97	10.23	0.1	0	0
985.154	8.95	10.24	0.1	0	0
987.199	8.94	10.26	0.1	0	0
989.245	8.93	10.25	0.1	0	0
991.296	8.91	10.27	0.1	0	0
993.342	8.9	10.28	0.1	0	0
995.405	8.88	10.29	0.1	0	0
997.456	8.87	10.33	0.1	0	0
999.499	8.85	10.35	0.1	0	0
1001.549	8.83	10.38	0.1	0	0
1003.594	8.82	10.39	0.1	0	0
1005.645	8.8	10.4	0.1	0	0
1007.693	8.79	10.41	0.1	0	0
1009.738	8.77	10.42	0.1	0	0
1011.785	8.75	10.43	0.1	0	0
1013.831	8.74	10.44	0.1	0	0
1015.883	8.72	10.44	0.1	0	0
1017.927	8.71	10.46	0.1	0	0
1019.975	8.69	10.47	0.1	0	0
1022.026	8.67	10.49	0.1	0	0
1024.07	8.66	10.5	0.1	0	0
1026.12	8.64	10.5	0.1	0	0
1028.165	8.63	10.5	0.1	0	0
1030.213	8.61	10.5	0.1	0	0
1032.259	8.59	10.51	0.1	0	0
1034.307	8.58	10.52	0.1	0	0
1036.357	8.56	10.53	0.1	0	0
1038.404	8.55	10.53	0.1	0	0
1040.453	8.53	10.52	0.1	0	0
1042.501	8.51	10.53	0.1	0	0
1044.547	8.49	10.55	0.1	0	0
1046.597	8.47	10.56	0.1	0	0
1048.639	8.46	10.57	0.1	0	0
1050.689	8.44	10.57	0.1	0	0
1052.738	8.42	10.58	0.1	0	0
1054.787	8.41	10.59	0.1	0	0
1056.835	8.39	10.6	0.1	0	0
1058.878	8.38	10.63	0.1	0	0
1060.926	8.36	10.63	0.1	0	0
1062.977	8.34	10.65	0.1	0	0
1065.024	8.33	10.66	0.1	0	0
1067.07	8.31	10.66	0.1	0	0
1069.115	8.3	10.66	0.1	0	0
1071.163	8.28	10.66	0.1	0	0
1073.213	8.26	10.66	0.1	0	0
1075.257	8.25	10.65	0.1	0	0
1077.321	8.23	10.65	0.1	0	0
1079.372	8.22	10.65	0.1	0	0
1081.416	8.2	10.65	0.1	0	0
1083.468	8.18	10.65	0.1	0	0
1085.511	8.17	10.66	0.1	0	0
1087.559	8.15	10.67	0.1	0	0
1089.607	8.14	10.68	0.1	0	0
1091.654	8.12	10.68	0.1	0	0
1093.705	8.1	10.68	0.1	0	0
1095.752	8.1	10.69	0.1	0	0
1097.797	8.08	10.69	0.1	0	0
1099.846	8.07	10.68	0.1	0	0
1101.894	8.05	10.68	0.1	0	0
1103.939	8.03	10.69	0.1	0	0
1105.986	8.02	10.7	0.1	0	0
1108.039	8.0	10.7	0.1	0	0
1110.083	7.99	10.71	0.1	0	0
1112.134	7.97	10.72	0.1	0	0
1114.179	7.95	10.72	0.1	0	0
1116.226	7.94	10.73	0.1	0	0
1118.277	7.92	10.72	0.1	0	0
1120.322	7.91	10.72	0.1	0	0
1122.37	7.89	10.71	0.1	0	0
1124.415	7.87	10.72	0.1	0	0
1126.468	7.87	10.72	0.1	0	0
1128.511	7.85	10.73	0.1	0	0
1130.558	7.84	10.72	0.1	0	0
1132.605	7.82	10.71	0.1	0	0
1134.655	7.8	10.72	0.1	0	0
1136.703	7.79	10.72	0.1	0	0
1138.748	7.77	10.73	0.1	0	0
1140.794	7.76	10.73	0.1	0	0
1142.841	7.74	10.73	0.1	0	0
1144.891	7.72	10.72	0.1	0	0
1146.939	7.72	10.71	0.1	0	0
1149.004	7.7	10.71	0.1	0	0
1151.048	7.69	10.71	0.1	0	0
1153.095	7.67	10.72	0.1	0	0
1155.145	7.65	10.73	0.1	0	0
1157.191	7.64	10.73	0.1	0	0
1159.239	7.62	10.74	0.1	0	0
1161.287	7.61	10.72	0.1	0	0
1163.332	7.59	10.71	0.1	0	0
1165.383	7.58	10.7	0.1	0	0
1167.427	7.57	10.68	0.1	0	0
1169.478	7.55	10.68	0.1	0	0
1171.521	7.54	10.66	0.1	0	0
1173.572	7.52	10.65	0.1	0	0
1175.617	7.5	10.65	0.1	0	0
1177.668	7.49	10.64	0.1	0	0
1179.712	7.47	10.64	0.1	0	0
1181.764	7.46	10.64	0.1	0	0
1183.81	7.44	10.64	0.1	0	0
1185.858	7.43	10.65	0.1	0	0
1187.903	7.42	10.65	0.1	0	0
1189.954	7.4	10.65	0.1	0	0
1192.002	7.39	10.67	0.1	0	0
1194.048	7.37	10.69	0.1	0	0
1196.095	7.35	10.69	0.1	0	0
1198.139	7.34	10.68	0.1	0	0
1200.187	7.32	10.67	0.1	0	0
1202.234	7.31	10.64	0.1	0	0
1204.287	7.29	10.63	0.1	0	0
1206.331	7.28	10.6	0.1	0	0
1208.382	7.27	10.6	0.1	0	0
1210.427	7.25	10.6	0.1	0	0
1212.473	7.24	10.6	0.1	0	0
1214.521	7.22	10.6	0.1	0	0
1216.568	7.2	10.61	0.1	0	0
1218.62	7.19	10.6	0.1	0	0
1220.679	7.18	10.61	0.1	0	0
1222.728	7.17	10.6	0.1	0	0
1224.777	7.15	10.59	0.1	0	0
1226.823	7.13	10.58	0.1	0	0
1228.873	7.12	10.56	0.1	0	0
1230.916	7.1	10.55	0.1	0	0
1232.967	7.09	10.55	0.1	0	0
1235.011	7.07	10.55	0.1	0	0
1237.063	7.05	10.56	0.1	0	0
1239.106	7.05	10.56	0.1	0	0
1241.158	7.03	10.57	0.1	0	0
1243.202	7.02	10.58	0.1	0	0
1245.257	7.0	10.58	0.1	0	0
1247.3	6.98	10.58	0.1	0	0
1249.348	6.97	10.58	0.1	0	0
1251.396	6.95	10.57	0.1	0	0
1253.44	6.95	10.55	0.1	0	0
1255.491	6.93	10.55	0.1	0	0
1257.539	6.91	10.54	0.1	0	0
1259.587	6.9	10.53	0.1	0	0
1261.634	6.88	10.53	0.1	0	0
1263.678	6.87	10.51	0.1	0	0
1265.725	6.86	10.51	0.1	0	0
1267.774	6.84	10.51	0.1	0	0
1269.82	6.83	10.5	0.1	0	0
1271.867	6.81	10.5	0.1	0	0
1273.916	6.8	10.49	0.1	0	0
1275.966	6.79	10.49	0.1	0	0
1278.009	6.77	10.49	0.1	0	0
1280.057	6.76	10.48	0.1	0	0
1282.105	6.74	10.48	0.1	0	0
1284.154	6.73	10.48	0.1	0	0
1286.201	6.71	10.49	0.1	0	0
1288.252	6.69	10.48	0.1	0	0
1290.295	6.68	10.47	0.1	0	0
1292.347	6.67	10.46	0.1	0	0
1294.395	6.66	10.44	0.1	0	0
1296.439	6.64	10.43	0.1	0	0
1298.487	6.62	10.43	0.1	0	0
1300.535	6.61	10.44	0.1	0	0
1302.6	6.59	10.44	0.1	0	0
1304.648	6.59	10.44	0.1	0	0
1306.699	6.57	10.43	0.1	0	0
1308.744	6.55	10.41	0.1	0	0
1310.787	6.54	10.39	0.1	0	0
1312.838	6.52	10.37	0.1	0	0
1314.881	6.51	10.35	0.1	0	0
1316.931	6.5	10.35	0.1	0	0
1318.978	6.48	10.35	0.1	0	0
1321.028	6.47	10.34	0.1	0	0
1323.072	6.45	10.34	0.1	0	0
1325.12	6.44	10.35	0.1	0	0
1327.17	6.43	10.36	0.1	0	0
1329.215	6.41	10.35	0.1	0	0
1331.263	6.4	10.34	0.1	0	0
1333.31	6.38	10.33	0.1	0	0
1335.36	6.38	10.33	0.1	0	0
1337.409	6.36	10.34	0.1	0	0
1339.453	6.34	10.34	0.1	0	0
1341.503	6.33	10.34	0.1	0	0
1343.549	6.32	10.34	0.1	0	0
1345.596	6.31	10.33	0.1	0	0
1347.644	6.29	10.33	0.1	0	0
1349.693	6.28	10.34	0.1	0	0
1351.741	6.27	10.34	0.1	0	0
1353.787	6.25	10.33	0.1	0	0
1355.831	6.25	10.32	0.1	0	0
1357.883	6.23	10.31	0.1	0	0
1359.931	6.21	10.29	0.1	0	0
1361.977	6.2	10.28	0.1	0	0
1364.024	6.19	10.28	0.1	0	0
1366.074	6.18	10.26	0.1	0	0
1368.121	6.16	10.25	0.1	0	0
1370.163	6.15	10.23	0.1	0	0
1372.212	6.14	10.21	0.1	0	0
1374.263	6.12	10.2	0.1	0	0
1376.307	6.11	10.19	0.1	0	0
1378.354	6.1	10.19	0.1	0	0
1380.406	6.08	10.19	0.1	0	0
1382.454	6.07	10.2	0.1	0	0
1384.513	6.06	10.2	0.1	0	0
1386.563	6.05	10.2	0.1	0	0
1388.609	6.03	10.19	0.1	0	0
1390.66	6.01	10.18	0.1	0	0
1392.703	6.01	10.17	0.1	0	0
1394.758	5.99	10.16	0.1	0	0
1396.8	5.98	10.15	0.1	0	0
1398.846	5.96	10.15	0.1	0	0
1400.893	5.95	10.15	0.1	0	0
1402.942	5.94	10.15	0.1	0	0
1404.987	5.92	10.15	0.1	0	0
1407.036	5.91	10.14	0.1	0	0
1409.084	5.9	10.14	0.1	0	0
1411.134	5.88	10.14	0.1	0	0
1413.18	5.87	10.12	0.1	0	0
1415.225	5.86	10.12	0.1	0	0
1417.274	5.85	10.11	0.1	0	0
1419.321	5.83	10.11	0.1	0	0
1421.373	5.81	10.1	0.1	0	0
1423.42	5.8	10.1	0.1	0	0
1425.471	5.79	10.11	0.1	0	0
1427.515	5.78	10.12	0.1	0	0
1429.563	5.76	10.13	0.1	0	0
1431.611	5.75	10.13	0.1	0	0
1433.658	5.74	10.11	0.1	0	0
1435.705	5.72	10.1	0.1	0	0
1437.753	5.72	10.05	0.1	0	0
1439.799	5.7	10.04	0.1	0	0
1441.848	5.68	10.0	0.1	0	0
