	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
1434	2/24/2020	5:41:59.443578	PM	0:00:00.001242	1,434	1,434		Data	02	2	2	00000010	DCE	.	1	1	1	1	0	0	0	0.0	0.0
1435	2/24/2020	5:41:59.444624	PM	0:00:00.001046	1,435	1,435		Data	b0	176	260	10110000	DCE	0	1	1	1	1	0	0	0	0.0	0.0
1436	2/24/2020	5:41:59.445664	PM	0:00:00.001040	1,436	1,436		Data	83	131	203	10000011	DCE	.	1	1	1	1	0	0	0	0.0	0.0
1437	2/24/2020	5:41:59.446704	PM	0:00:00.001040	1,437	1,437		Data	b3	179	263	10110011	DCE	3	1	1	1	1	0	0	0	0.0	0.0
1438	2/24/2020	5:41:59.451963	PM	0:00:00.005259	1,438	1,438		Data	86	134	206	10000110	DTE	.	1	1	1	1	0	0	0	0.0	0.0
