	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
5013	2/25/2020	5:00:05.052376	PM	0:00:00.005239	8,742	8,742		Data	02	2	2	00000010	DTE	.	0	0	0	0	0	0	0	0.0	0.0
5014	2/25/2020	5:00:05.053423	PM	0:00:00.001047	8,743	8,743		Data	52	82	122	01010010	DTE	R	0	0	0	0	0	0	0	0.0	0.0
5015	2/25/2020	5:00:05.054463	PM	0:00:00.001040	8,744	8,744		Data	83	131	203	10000011	DTE	.	0	0	0	0	0	0	0	0.0	0.0
5016	2/25/2020	5:00:05.055503	PM	0:00:00.001040	8,745	8,745		Data	51	81	121	01010001	DTE	Q	0	0	0	0	0	0	0	0.0	0.0
5017	2/25/2020	5:00:05.060573	PM	0:00:00.005070	8,746	8,746		Data	86	134	206	10000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
