	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
149	2/25/2020	4:55:35.153353	PM	0:00:00.005239	149	149		Data	02	2	2	00000010	DTE	.	0	0	0	0	0	0	0	0.0	0.0
150	2/25/2020	4:55:35.154400	PM	0:00:00.001047	150	150		Data	52	82	122	01010010	DTE	R	0	0	0	0	0	0	0	0.0	0.0
151	2/25/2020	4:55:35.155440	PM	0:00:00.001040	151	151		Data	83	131	203	10000011	DTE	.	0	0	0	0	0	0	0	0.0	0.0
152	2/25/2020	4:55:35.156480	PM	0:00:00.001040	152	152		Data	51	81	121	01010001	DTE	Q	0	0	0	0	0	0	0	0.0	0.0
153	2/25/2020	4:55:35.159574	PM	0:00:00.003094	153	153		Data	86	134	206	10000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
