	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
1269	2/24/2020	4:44:28.005432	PM	0:00:00.003204	1,269	1,269		Data	02	2	2	00000010	DCE	.	0	0	0	0	0	0	0	0.0	0.0
1270	2/24/2020	4:44:28.006472	PM	0:00:00.001040	1,270	1,270		Data	b0	176	260	10110000	DCE	0	0	0	0	0	0	0	0	0.0	0.0
1271	2/24/2020	4:44:28.007512	PM	0:00:00.001040	1,271	1,271		Data	52	82	122	01010010	DCE	R	0	0	0	0	0	0	0	0.0	0.0
1272	2/24/2020	4:44:28.008552	PM	0:00:00.001040	1,272	1,272		Data	08	8	10	00001000	DCE	.	0	0	0	0	0	0	0	0.0	0.0
1273	2/24/2020	4:44:28.009599	PM	0:00:00.001047	1,273	1,273		Data	b0	176	260	10110000	DCE	0	0	0	0	0	0	0	0	0.0	0.0
1274	2/24/2020	4:44:28.011471	PM	0:00:00.001872	1,274	1,274		Data	b0	176	260	10110000	DCE	0	0	0	0	0	0	0	0	0.0	0.0
1275	2/24/2020	4:44:28.012511	PM	0:00:00.001040	1,275	1,275		Data	31	49	61	00110001	DCE	1	0	0	0	0	0	0	0	0.0	0.0
1276	2/24/2020	4:44:28.013557	PM	0:00:00.001046	1,276	1,276		Data	32	50	62	00110010	DCE	2	0	0	0	0	0	0	0	0.0	0.0
1277	2/24/2020	4:44:28.014597	PM	0:00:00.001040	1,277	1,277		Data	c1	193	301	11000001	DCE	A	0	0	0	0	0	0	0	0.0	0.0
1278	2/24/2020	4:44:28.015637	PM	0:00:00.001040	1,278	1,278		Data	34	52	64	00110100	DCE	4	0	0	0	0	0	0	0	0.0	0.0
1279	2/24/2020	4:44:28.016677	PM	0:00:00.001040	1,279	1,279		Data	83	131	203	10000011	DCE	.	0	0	0	0	0	0	0	0.0	0.0
1280	2/24/2020	4:44:28.017724	PM	0:00:00.001047	1,280	1,280		Data	1f	31	37	00011111	DCE	.	0	0	0	0	0	0	0	0.0	0.0
1281	2/24/2020	4:44:28.107898	PM	0:00:00.090174	1,281	1,281		Data	86	134	206	10000110	DTE	.	0	0	0	0	0	0	0	0.0	0.0
