	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
147	2/24/2020	5:06:58.071175	PM	0:00:00.001332	147	147		Data	02	2	2	00000010	DCE	.	0	0	0	0	0	0	0	0.0	0.0
148	2/24/2020	5:06:58.072215	PM	0:00:00.001040	148	148		Data	b0	176	260	10110000	DCE	.	0	0	0	0	0	0	0	0.0	0.0
149	2/24/2020	5:06:58.073255	PM	0:00:00.001040	149	149		Data	52	82	122	01010010	DCE	.	0	0	0	0	0	0	0	0.0	0.0
150	2/24/2020	5:06:58.074295	PM	0:00:00.001040	150	150		Data	08	8	10	00001000	DCE	.	0	0	0	0	0	0	0	0.0	0.0
151	2/24/2020	5:06:58.075342	PM	0:00:00.001047	151	151		Data	46	70	106	01000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
152	2/24/2020	5:06:58.077110	PM	0:00:00.001768	152	152		Data	46	70	106	01000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
153	2/24/2020	5:06:58.078150	PM	0:00:00.001040	153	153		Data	46	70	106	01000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
154	2/24/2020	5:06:58.079196	PM	0:00:00.001046	154	154		Data	46	70	106	01000110	DCE	.	0	0	0	0	0	0	0	0.0	0.0
155	2/24/2020	5:06:58.080236	PM	0:00:00.001040	155	155		Data	c2	194	302	11000010	DCE	B	0	0	0	0	0	0	0	0.0	0.0
156	2/24/2020	5:06:58.081276	PM	0:00:00.001040	156	156		Data	34	52	64	00110100	DCE	.	0	0	0	0	0	0	0	0.0	0.0
157	2/24/2020	5:06:58.083259	PM	0:00:00.001983	157	157		Data	83	131	203	10000011	DCE	c	0	0	0	0	0	0	0	0.0	0.0
158	2/24/2020	5:06:58.084299	PM	0:00:00.001040	158	158		Data	1f	31	37	00011111	DCE	.	0	0	0	0	0	0	0	0.0	0.0
159	2/24/2020	5:06:58.179810	PM	0:00:00.095511	159	159		Data	86	134	206	10000110	DTE	f	0	0	0	0	0	0	0	0.0	0.0
