	Date	Time	AM/PM	Delta	Event_Number	Byte_Number	Frame_Number	Type	Hex	Dec	Oct	Bin	Side	7-bit_ASCII	RTS	CTS	DSR	DTR	CD	RI	UART_Overrun	Parity_Error	Framing_Error
33	2/24/2020	5:14:40.127922	PM	0:00:00.001352	33	33		Data	02	2	2	00000010	DCE	.	1	1	1	1	0	0	0	0.0	0.0
34	2/24/2020	5:14:40.128962	PM	0:00:00.001040	34	34		Data	b0	176	260	10110000	DCE	0	1	1	1	1	0	0	0	0.0	0.0
35	2/24/2020	5:14:40.130210	PM	0:00:00.001248	35	35		Data	45	69	105	01000101	DCE	E	1	1	1	1	0	0	0	0.0	0.0
36	2/24/2020	5:14:40.131250	PM	0:00:00.001040	36	36		Data	b0	176	260	10110000	DCE	0	1	1	1	1	0	0	0	0.0	0.0
37	2/24/2020	5:14:40.132296	PM	0:00:00.001046	37	37		Data	31	49	61	00110001	DCE	1	1	1	1	1	0	0	0	0.0	0.0
38	2/24/2020	5:14:40.133336	PM	0:00:00.001040	38	38		Data	b6	182	266	10110110	DCE	6	1	1	1	1	0	0	0	0.0	0.0
39	2/24/2020	5:14:40.134376	PM	0:00:00.001040	39	39		Data	32	50	62	00110010	DCE	2	1	1	1	1	0	0	0	0.0	0.0
40	2/24/2020	5:14:40.135416	PM	0:00:00.001040	40	40		Data	83	131	203	10000011	DCE	.	1	1	1	1	0	0	0	0.0	0.0
41	2/24/2020	5:14:40.136463	PM	0:00:00.001047	41	41		Data	73	115	163	01110011	DCE	s	1	1	1	1	0	0	0	0.0	0.0
42	2/24/2020	5:14:40.141695	PM	0:00:00.005232	42	42		Data	86	134	206	10000110	DTE	.	1	1	1	1	0	0	0	0.0	0.0
